"Columna","Fila","Damerau_Levenshtein","Jaccard","Cosine","Hamming","Sorensen_Dice","Jaro_Winkler"
"10524","79903",NA,0.0933,0.1708,0.0933,0.1707,NA
"7994","79903",NA,0.0728,0.1549,0.0728,0.1358,NA
"23522","79903",NA,0.0567,0.1193,0.0567,0.1074,NA
"84148","79903",NA,0.0448,0.0875,0.0448,0.0857,NA
"23028","79903",NA,0.0451,0.094,0.0451,0.0863,NA
"51780","79903",NA,0.0556,0.1059,0.0556,0.1053,NA
"23030","79903",NA,0.0723,0.135,0.0723,0.1348,NA
"5927","79903",NA,0.1159,0.2087,0.1159,0.2078,NA
"10765","79903",NA,0.0395,0.0761,0.0395,0.0759,NA
"8242","79903",NA,0.068,0.131,0.068,0.1273,NA
"7403","79903",NA,0.0404,0.1093,0.0404,0.0777,NA
"23135","79903",NA,0.0519,0.0988,0.0519,0.0988,NA
"4297","79903",NA,0.0735,0.1513,0.0735,0.137,NA
"9757","79903",NA,0.1308,0.243,0.1308,0.2314,NA
"58508","79903",NA,0.0632,0.1205,0.0632,0.1188,NA
"8085","79903",NA,0.0367,0.1035,0.0367,0.0707,NA
"55904","79903",NA,0.0597,0.1146,0.0597,0.1127,NA
"81887","79903",NA,0.0411,0.0794,0.0411,0.0789,NA
"6885","79903",NA,0.0316,0.0746,0.0316,0.0612,NA
"55777","79903",NA,0.0781,0.1575,0.0781,0.1449,NA
"4204","79903",NA,0.0681,0.1832,0.0681,0.1275,NA
"10943","79903",NA,0.0241,0.0471,0.0241,0.0471,NA
"60","4683",NA,0.0723,0.1395,0.0723,0.1349,NA
"51412","4683",NA,0.0422,0.0812,0.0422,0.0809,NA
"23394","4683",NA,0.065,0.1273,0.065,0.1221,NA
"8289","4683",NA,0.0578,0.1093,0.0578,0.1093,NA
"57492","4683",NA,0.0733,0.1408,0.0733,0.1365,NA
"196528","4683",NA,0.0765,0.1423,0.0765,0.1421,NA
"55870","4683",NA,0.0699,0.1343,0.0699,0.1307,NA
"171023","4683",NA,0.0692,0.1369,0.0692,0.1295,NA
"55252","4683",NA,0.0448,0.0912,0.0448,0.0857,NA
"80816","4683",NA,0.0638,0.1202,0.0638,0.12,NA
"472","4683",NA,0.1176,0.2138,0.1176,0.2105,NA
"1822","4683",NA,0.0328,0.0635,0.0328,0.0635,NA
"545","4683",NA,0.092,0.1688,0.092,0.1685,NA
"546","4683",NA,0.0475,0.1005,0.0475,0.0906,NA
"8314","4683",NA,0.0433,0.0868,0.0433,0.083,NA
"9031","4683",NA,0.0332,0.0681,0.0332,0.0643,NA
"54880","4683",NA,0.0474,0.0965,0.0474,0.0906,NA
"63035","4683",NA,0.0167,0.039,0.0167,0.0328,NA
"2186","4683",NA,0.0764,0.1429,0.0764,0.142,NA
"672","4683",NA,0.1255,0.2322,0.1255,0.2231,NA
"23476","4683",NA,0.0698,0.1327,0.0698,0.1304,NA
"7862","4683",NA,0.0476,0.1004,0.0476,0.0909,NA
"54014","4683",NA,0.028,0.0774,0.028,0.0545,NA
"254065","4683",NA,0.0381,0.1065,0.0381,0.0734,NA
"990","4683",NA,0.0676,0.1289,0.0676,0.1266,NA
"1020","4683",NA,0.0526,0.1214,0.0526,0.1,NA
"10659","4683",NA,0.04,0.0786,0.04,0.0769,NA
"1105","4683",NA,0.0083,0.0198,0.0083,0.0165,NA
"1106","4683",NA,0.037,0.0719,0.037,0.0714,NA
"1107","4683",NA,0.037,0.076,0.037,0.0714,NA
"1108","4683",NA,0.0308,0.0652,0.0308,0.0597,NA
"26038","4683",NA,0.0619,0.1416,0.0619,0.1167,NA
"55636","4683",NA,0.0583,0.1216,0.0583,0.1101,NA
"57680","4683",NA,0.0615,0.1158,0.0615,0.1158,NA
"11113","4683",NA,0.0806,0.1631,0.0806,0.1493,NA
"286204","4683",NA,0.0076,0.0167,0.0076,0.0152,NA
"1387","4683",NA,0.0691,0.1466,0.0691,0.1292,NA
"1457","4683",NA,0.0441,0.0893,0.0441,0.0845,NA
"1487","4683",NA,0.0506,0.0994,0.0506,0.0964,NA
"8452","4683",NA,0.0248,0.0565,0.0248,0.0484,NA
"8450","4683",NA,0.0667,0.1253,0.0667,0.125,NA
"1642","4683",NA,0.0672,0.1326,0.0672,0.1259,NA
"1660","4683",NA,0.0407,0.0884,0.0407,0.0781,NA
"1788","4683",NA,0.0394,0.0763,0.0394,0.0758,NA
"1789","4683",NA,0.0823,0.1528,0.0823,0.152,NA
"5977","4683",NA,0.0649,0.122,0.0649,0.1218,NA
"8726","4683",NA,0.0522,0.1053,0.0522,0.0993,NA
"79813","4683",NA,0.0433,0.0851,0.0433,0.083,NA
"9775","4683",NA,0.0538,0.1101,0.0538,0.1022,NA
"55250","4683",NA,0.0467,0.1216,0.0467,0.0893,NA
"26610","4683",NA,0.0099,0.0365,0.0099,0.0196,NA
"2033","4683",NA,0.0757,0.1575,0.0757,0.1408,NA
"2066","4683",NA,0.028,0.0567,0.028,0.0544,NA
"2074","4683",NA,0.0765,0.1605,0.0765,0.142,NA
"23404","4683",NA,0.0301,0.0629,0.0301,0.0584,NA
"51010","4683",NA,0.0373,0.0769,0.0373,0.0719,NA
"56915","4683",NA,0.0672,0.1326,0.0672,0.1259,NA
"11340","4683",NA,0.0303,0.0637,0.0303,0.0588,NA
"5393","4683",NA,0.0671,0.1279,0.0671,0.1258,NA
"2146","4683",NA,0.0489,0.0933,0.0489,0.0933,NA
"79068","4683",NA,0.0488,0.1046,0.0488,0.093,NA
"57459","4683",NA,0.0417,0.0827,0.0417,0.08,NA
"3054","4683",NA,0.0265,0.066,0.0265,0.0517,NA
"9759","4683",NA,0.067,0.1261,0.067,0.1256,NA
"10013","4683",NA,0.0325,0.0718,0.0325,0.063,NA
"55869","4683",NA,0.0698,0.1327,0.0698,0.1304,NA
"7290","4683",NA,0.0766,0.1442,0.0766,0.1422,NA
"3141","4683",NA,0.0159,0.0354,0.0159,0.0312,NA
"3192","4683",NA,0.0519,0.1042,0.0519,0.0986,NA
"10075","4683",NA,0.0549,0.1044,0.0549,0.104,NA
"8518","4683",NA,0.0392,0.0768,0.0392,0.0755,NA
"3720","4683",NA,0.0725,0.1404,0.0725,0.1351,NA
"221037","4683",NA,0.0766,0.1442,0.0766,0.1422,NA
"284058","4683",NA,0.0802,0.154,0.0802,0.1484,NA
"10524","4683",NA,0.0388,0.0815,0.0388,0.0746,NA
"7994","4683",NA,0.07,0.1318,0.07,0.1308,NA
"23522","4683",NA,0.0865,0.1595,0.0865,0.1592,NA
"84148","4683",NA,0.0517,0.117,0.0517,0.0984,NA
"23028","4683",NA,0.0106,0.0209,0.0106,0.0209,NA
"51780","4683",NA,0.0323,0.0708,0.0323,0.0625,NA
"23030","4683",NA,0.0444,0.0903,0.0444,0.0851,NA
"5927","4683",NA,0.032,0.0697,0.032,0.062,NA
"10765","4683",NA,0.0234,0.0509,0.0234,0.0458,NA
"8242","4683",NA,0.0658,0.1251,0.0658,0.1235,NA
"7403","4683",NA,0.0635,0.1329,0.0635,0.1194,NA
"23135","4683",NA,0.0556,0.1156,0.0556,0.1053,NA
"4297","4683",NA,0.0532,0.1011,0.0532,0.101,NA
"9757","4683",NA,0.0549,0.1044,0.0549,0.104,NA
"58508","4683",NA,0.0338,0.0671,0.0338,0.0654,NA
"8085","4683",NA,0.0614,0.1321,0.0614,0.1157,NA
"55904","4683",NA,0.0082,0.0192,0.0082,0.0163,NA
"81887","4683",NA,0.0492,0.1061,0.0492,0.0938,NA
"6885","4683",NA,0.0508,0.0997,0.0508,0.0968,NA
"55777","4683",NA,0.0497,0.0947,0.0497,0.0947,NA
"4204","4683",NA,0.0574,0.1225,0.0574,0.1086,NA
"10943","4683",NA,0.0379,0.0786,0.0379,0.073,NA
"79903","4683",NA,0.0303,0.0637,0.0303,0.0588,NA
"60","25836",NA,0.1696,0.2903,0.1696,0.29,NA
"51412","25836",NA,0.0909,0.1796,0.0909,0.1667,NA
"23394","25836",NA,0.1882,0.3167,0.1882,0.3167,NA
"8289","25836",NA,0.1963,0.3465,0.1963,0.3282,NA
"57492","25836",NA,0.2471,0.3969,0.2471,0.3963,NA
"196528","25836",NA,0.2105,0.3596,0.2105,0.3478,NA
"55870","25836",NA,0.1317,0.2672,0.1317,0.2328,NA
"171023","25836",NA,0.1297,0.2298,0.1297,0.2297,NA
"55252","25836",NA,0.1061,0.2354,0.1061,0.1918,NA
"80816","25836",NA,0.1577,0.2806,0.1577,0.2724,NA
"472","25836",NA,0.0478,0.092,0.0478,0.0912,NA
"1822","25836",NA,0.0984,0.1872,0.0984,0.1791,NA
"545","25836",NA,0.1078,0.2074,0.1078,0.1946,NA
"546","25836",NA,0.1264,0.2272,0.1264,0.2244,NA
"8314","25836",NA,0.0886,0.1628,0.0886,0.1628,NA
"9031","25836",NA,0.1289,0.2286,0.1289,0.2284,NA
"54880","25836",NA,0.1656,0.2846,0.1656,0.2842,NA
"63035","25836",NA,0.0635,0.1724,0.0635,0.1194,NA
"2186","25836",NA,0.1071,0.2107,0.1071,0.1935,NA
"672","25836",NA,0.1262,0.2242,0.1262,0.2242,NA
"23476","25836",NA,0.5373,0.7041,0.5373,0.699,NA
"7862","25836",NA,0.0876,0.2097,0.0876,0.1611,NA
"54014","25836",NA,0,0,0,0,NA
"254065","25836",NA,0.0387,0.1374,0.0387,0.0745,NA
"990","25836",NA,0.1127,0.2281,0.1127,0.2025,NA
"1020","25836",NA,0.0474,0.1342,0.0474,0.0905,NA
"10659","25836",NA,0.088,0.1835,0.088,0.1617,NA
"1105","25836",NA,0.0638,0.1756,0.0638,0.12,NA
"1106","25836",NA,0.0601,0.1237,0.0601,0.1134,NA
"1107","25836",NA,0.095,0.213,0.095,0.1735,NA
"1108","25836",NA,0.0923,0.2164,0.0923,0.169,NA
"26038","25836",NA,0.0874,0.2386,0.0874,0.1608,NA
"55636","25836",NA,0.1734,0.2988,0.1734,0.2956,NA
"57680","25836",NA,0.1208,0.225,0.1208,0.2156,NA
"11113","25836",NA,0.0758,0.1803,0.0758,0.1408,NA
"286204","25836",NA,0.0343,0.0863,0.0343,0.0664,NA
"1387","25836",NA,0.2083,0.3523,0.2083,0.3448,NA
"1457","25836",NA,0.1162,0.2524,0.1162,0.2081,NA
"1487","25836",NA,0.1799,0.3053,0.1799,0.3049,NA
"8452","25836",NA,0.0684,0.1805,0.0684,0.1281,NA
"8450","25836",NA,0.1087,0.2099,0.1087,0.1961,NA
"1642","25836",NA,0.1045,0.2281,0.1045,0.1892,NA
"1660","25836",NA,0.0725,0.1825,0.0725,0.1353,NA
"1788","25836",NA,0.0902,0.1687,0.0902,0.1655,NA
"1789","25836",NA,0.0549,0.1126,0.0549,0.104,NA
"5977","25836",NA,0.2159,0.3671,0.2159,0.3551,NA
"8726","25836",NA,0.0732,0.1663,0.0732,0.1364,NA
"79813","25836",NA,0.1896,0.3198,0.1896,0.3188,NA
"9775","25836",NA,0.064,0.1507,0.064,0.1204,NA
"55250","25836",NA,0.0495,0.1613,0.0495,0.0942,NA
"26610","25836",NA,0.0226,0.1075,0.0226,0.0442,NA
"2033","25836",NA,0.2,0.3386,0.2,0.3333,NA
"2066","25836",NA,0.0135,0.0313,0.0135,0.0265,NA
"2074","25836",NA,0.1166,0.213,0.1166,0.2088,NA
"23404","25836",NA,0.102,0.2319,0.102,0.1852,NA
"51010","25836",NA,0.0634,0.1473,0.0634,0.1193,NA
"56915","25836",NA,0.0673,0.1521,0.0673,0.1261,NA
"11340","25836",NA,0.0644,0.1525,0.0644,0.1209,NA
"5393","25836",NA,0.0818,0.1697,0.0818,0.1513,NA
"2146","25836",NA,0.1102,0.2063,0.1102,0.1985,NA
"79068","25836",NA,0.0833,0.2056,0.0833,0.1538,NA
"57459","25836",NA,0.0751,0.1626,0.0751,0.1397,NA
"3054","25836",NA,0.0541,0.1621,0.0541,0.1026,NA
"9759","25836",NA,0.2068,0.3505,0.2068,0.3427,NA
"10013","25836",NA,0.0352,0.0926,0.0352,0.068,NA
"55869","25836",NA,0.5297,0.6976,0.5297,0.6926,NA
"7290","25836",NA,0.1515,0.2657,0.1515,0.2632,NA
"3141","25836",NA,0.0299,0.0782,0.0299,0.058,NA
"3192","25836",NA,0.0995,0.2195,0.0995,0.181,NA
"10075","25836",NA,0.1721,0.3165,0.1721,0.2937,NA
"8518","25836",NA,0.0439,0.0943,0.0439,0.084,NA
"3720","25836",NA,0.0966,0.2069,0.0966,0.1762,NA
"221037","25836",NA,0.1515,0.2657,0.1515,0.2632,NA
"284058","25836",NA,0.1395,0.2449,0.1395,0.2448,NA
"10524","25836",NA,0.0867,0.2044,0.0867,0.1596,NA
"7994","25836",NA,0.1535,0.2707,0.1535,0.2662,NA
"23522","25836",NA,0.1475,0.2646,0.1475,0.2571,NA
"84148","25836",NA,0.0806,0.2155,0.0806,0.1493,NA
"23028","25836",NA,0.0931,0.1775,0.0931,0.1704,NA
"51780","25836",NA,0.1011,0.2477,0.1011,0.1836,NA
"23030","25836",NA,0.1224,0.2662,0.1224,0.2182,NA
"5927","25836",NA,0.1064,0.257,0.1064,0.1923,NA
"10765","25836",NA,0.0769,0.1875,0.0769,0.1429,NA
"8242","25836",NA,0.1106,0.2213,0.1106,0.1992,NA
"7403","25836",NA,0.2321,0.382,0.2321,0.3768,NA
"23135","25836",NA,0.0816,0.1948,0.0816,0.1509,NA
"4297","25836",NA,0.1787,0.3131,0.1787,0.3032,NA
"9757","25836",NA,0.1053,0.2053,0.1053,0.1905,NA
"58508","25836",NA,0.0943,0.198,0.0943,0.1724,NA
"8085","25836",NA,0.221,0.3708,0.221,0.362,NA
"55904","25836",NA,0.0521,0.1412,0.0521,0.099,NA
"81887","25836",NA,0.0781,0.1956,0.0781,0.1449,NA
"6885","25836",NA,0.172,0.2941,0.172,0.2936,NA
"55777","25836",NA,0.1747,0.3104,0.1747,0.2974,NA
"4204","25836",NA,0.1114,0.2043,0.1114,0.2005,NA
"10943","25836",NA,0.08,0.1855,0.08,0.1481,NA
"79903","25836",NA,0.0644,0.1525,0.0644,0.1209,NA
"4683","25836",NA,0.0766,0.149,0.0766,0.1423,NA
"60","64324",NA,0.1209,0.2164,0.1209,0.2157,NA
"51412","64324",NA,0.1234,0.2399,0.1234,0.2197,NA
"23394","64324",NA,0.1767,0.3006,0.1767,0.3003,NA
"8289","64324",NA,0.1561,0.2884,0.1561,0.2701,NA
"57492","64324",NA,0.2057,0.3425,0.2057,0.3412,NA
"196528","64324",NA,0.205,0.355,0.205,0.3403,NA
"55870","64324",NA,0.1041,0.2201,0.1041,0.1885,NA
"171023","64324",NA,0.0853,0.1572,0.0853,0.1572,NA
"55252","64324",NA,0.0948,0.2168,0.0948,0.1732,NA
"80816","64324",NA,0.1367,0.2499,0.1367,0.2405,NA
"472","64324",NA,0.0705,0.1334,0.0705,0.1317,NA
"1822","64324",NA,0.098,0.1886,0.098,0.1786,NA
"545","64324",NA,0.0847,0.1685,0.0847,0.1561,NA
"546","64324",NA,0.1375,0.2436,0.1375,0.2417,NA
"8314","64324",NA,0.0755,0.1406,0.0755,0.1404,NA
"9031","64324",NA,0.1486,0.2588,0.1486,0.2588,NA
"54880","64324",NA,0.1351,0.2381,0.1351,0.2381,NA
"63035","64324",NA,0.0758,0.2084,0.0758,0.1408,NA
"2186","64324",NA,0.1064,0.2122,0.1064,0.1923,NA
"672","64324",NA,0.1108,0.1997,0.1108,0.1994,NA
"23476","64324",NA,0.1715,0.2963,0.1715,0.2928,NA
"7862","64324",NA,0.0985,0.2385,0.0985,0.1794,NA
"54014","64324",NA,0.005,0.0184,0.005,0.01,NA
"254065","64324",NA,0.0582,0.2088,0.0582,0.11,NA
"990","64324",NA,0.1018,0.2114,0.1018,0.1847,NA
"1020","64324",NA,0.0193,0.0577,0.0193,0.0379,NA
"10659","64324",NA,0.1027,0.2148,0.1027,0.1862,NA
"1105","64324",NA,0.0495,0.1415,0.0495,0.0943,NA
"1106","64324",NA,0.0792,0.1624,0.0792,0.1467,NA
"1107","64324",NA,0.1159,0.2602,0.1159,0.2078,NA
"1108","64324",NA,0.087,0.2092,0.087,0.16,NA
"26038","64324",NA,0.0711,0.2019,0.0711,0.1327,NA
"55636","64324",NA,0.1176,0.2119,0.1176,0.2105,NA
"57680","64324",NA,0.1564,0.2851,0.1564,0.2705,NA
"11113","64324",NA,0.0766,0.186,0.0766,0.1422,NA
"286204","64324",NA,0.0276,0.0716,0.0276,0.0538,NA
"1387","64324",NA,0.1825,0.3134,0.1825,0.3087,NA
"1457","64324",NA,0.0939,0.2122,0.0939,0.1717,NA
"1487","64324",NA,0.1486,0.2598,0.1486,0.2588,NA
"8452","64324",NA,0.0488,0.1342,0.0488,0.093,NA
"8450","64324",NA,0.1314,0.2517,0.1314,0.2322,NA
"1642","64324",NA,0.0734,0.168,0.0734,0.1368,NA
"1660","64324",NA,0.0788,0.2017,0.0788,0.1461,NA
"1788","64324",NA,0.1396,0.2515,0.1396,0.245,NA
"1789","64324",NA,0.0522,0.1089,0.0522,0.0992,NA
"5977","64324",NA,0.1755,0.3115,0.1755,0.2986,NA
"8726","64324",NA,0.1542,0.3325,0.1542,0.2672,NA
"79813","64324",NA,0.1942,0.3275,0.1942,0.3253,NA
"9775","64324",NA,0.0364,0.0897,0.0364,0.0702,NA
"55250","64324",NA,0.0357,0.1213,0.0357,0.069,NA
"26610","64324",NA,0.0105,0.052,0.0105,0.0207,NA
"2033","64324",NA,0.1739,0.2994,0.1739,0.2963,NA
"2066","64324",NA,0.0215,0.0505,0.0215,0.042,NA
"2074","64324",NA,0.102,0.1877,0.102,0.1851,NA
"23404","64324",NA,0.0806,0.1906,0.0806,0.1491,NA
"51010","64324",NA,0.0648,0.1534,0.0648,0.1217,NA
"56915","64324",NA,0.0783,0.1786,0.0783,0.1453,NA
"11340","64324",NA,0.0607,0.1475,0.0607,0.1145,NA
"5393","64324",NA,0.0776,0.1641,0.0776,0.144,NA
"2146","64324",NA,0.2679,0.4434,0.2679,0.4225,NA
"79068","64324",NA,0.0526,0.1367,0.0526,0.1,NA
"57459","64324",NA,0.0905,0.1965,0.0905,0.166,NA
"3054","64324",NA,0.035,0.1097,0.035,0.0676,NA
"9759","64324",NA,0.1595,0.2836,0.1595,0.2752,NA
"10013","64324",NA,0.0332,0.0896,0.0332,0.0642,NA
"55869","64324",NA,0.1673,0.29,0.1673,0.2866,NA
"7290","64324",NA,0.1449,0.2569,0.1449,0.2532,NA
"3141","64324",NA,0.033,0.0883,0.033,0.0639,NA
"3192","64324",NA,0.0991,0.2229,0.0991,0.1803,NA
"10075","64324",NA,0.1733,0.3226,0.1733,0.2955,NA
"8518","64324",NA,0.0504,0.1094,0.0504,0.096,NA
"3720","64324",NA,0.1274,0.2701,0.1274,0.2259,NA
"221037","64324",NA,0.1449,0.2569,0.1449,0.2532,NA
"284058","64324",NA,0.1684,0.2888,0.1684,0.2882,NA
"10524","64324",NA,0.087,0.2092,0.087,0.16,NA
"7994","64324",NA,0.1381,0.2483,0.1381,0.2426,NA
"23522","64324",NA,0.1451,0.263,0.1451,0.2534,NA
"84148","64324",NA,0.0758,0.2084,0.0758,0.1408,NA
"23028","64324",NA,0.093,0.1792,0.093,0.1702,NA
"51780","64324",NA,0.095,0.2396,0.095,0.1735,NA
"23030","64324",NA,0.0741,0.1716,0.0741,0.1379,NA
"5927","64324",NA,0.1055,0.261,0.1055,0.1909,NA
"10765","64324",NA,0.0777,0.1934,0.0777,0.1441,NA
"8242","64324",NA,0.1145,0.2318,0.1145,0.2055,NA
"7403","64324",NA,0.1703,0.2936,0.1703,0.2911,NA
"23135","64324",NA,0.1034,0.2472,0.1034,0.1875,NA
"4297","64324",NA,0.1514,0.274,0.1514,0.263,NA
"9757","64324",NA,0.133,0.2564,0.133,0.2348,NA
"58508","64324",NA,0.1193,0.2489,0.1193,0.2131,NA
"8085","64324",NA,0.1701,0.2959,0.1701,0.2907,NA
"55904","64324",NA,0.07,0.1911,0.07,0.1308,NA
"81887","64324",NA,0.0788,0.2017,0.0788,0.1461,NA
"6885","64324",NA,0.161,0.2785,0.161,0.2773,NA
"55777","64324",NA,0.1377,0.2551,0.1377,0.242,NA
"4204","64324",NA,0.1136,0.2068,0.1136,0.2041,NA
"10943","64324",NA,0.0857,0.2018,0.0857,0.1579,NA
"79903","64324",NA,0.0607,0.1475,0.0607,0.1145,NA
"4683","64324",NA,0.0568,0.1137,0.0568,0.1075,NA
"25836","64324",NA,0.1699,0.2907,0.1699,0.2905,NA
"60","84081",NA,0.0899,0.2121,0.0899,0.1649,NA
"51412","84081",NA,0.1058,0.2063,0.1058,0.1913,NA
"23394","84081",NA,0.0851,0.2057,0.0851,0.1569,NA
"8289","84081",NA,0.087,0.1767,0.087,0.16,NA
"57492","84081",NA,0.0852,0.2008,0.0852,0.1571,NA
"196528","84081",NA,0.1032,0.2135,0.1032,0.1871,NA
"55870","84081",NA,0.1446,0.2604,0.1446,0.2526,NA
"171023","84081",NA,0.0628,0.1597,0.0628,0.1182,NA
"55252","84081",NA,0.0649,0.1229,0.0649,0.122,NA
"80816","84081",NA,0.1094,0.2266,0.1094,0.1972,NA
"472","84081",NA,0.0303,0.072,0.0303,0.0588,NA
"1822","84081",NA,0.0826,0.171,0.0826,0.1527,NA
"545","84081",NA,0.0714,0.1455,0.0714,0.1333,NA
"546","84081",NA,0.05,0.1407,0.05,0.0952,NA
"8314","84081",NA,0.0455,0.1147,0.0455,0.087,NA
"9031","84081",NA,0.0278,0.0733,0.0278,0.0541,NA
"54880","84081",NA,0.0362,0.096,0.0362,0.0699,NA
"63035","84081",NA,0.1228,0.2205,0.1228,0.2188,NA
"2186","84081",NA,0.0571,0.1155,0.0571,0.1081,NA
"672","84081",NA,0.0466,0.1164,0.0466,0.0891,NA
"23476","84081",NA,0.0818,0.1858,0.0818,0.1512,NA
"7862","84081",NA,0.1385,0.2433,0.1385,0.2432,NA
"54014","84081",NA,0.0196,0.0417,0.0196,0.0385,NA
"254065","84081",NA,0.02,0.043,0.02,0.0392,NA
"990","84081",NA,0.087,0.1667,0.087,0.16,NA
"1020","84081",NA,0.0877,0.1634,0.0877,0.1613,NA
"10659","84081",NA,0.0889,0.1693,0.0889,0.1633,NA
"1105","84081",NA,0.0678,0.1283,0.0678,0.127,NA
"1106","84081",NA,0.0577,0.1162,0.0577,0.1091,NA
"1107","84081",NA,0.0649,0.1229,0.0649,0.122,NA
"1108","84081",NA,0.0411,0.0791,0.0411,0.0789,NA
"26038","84081",NA,0.0877,0.1634,0.0877,0.1613,NA
"55636","84081",NA,0.0386,0.1092,0.0386,0.0743,NA
"57680","84081",NA,0.0909,0.1871,0.0909,0.1667,NA
"11113","84081",NA,0.1343,0.2372,0.1343,0.2368,NA
"286204","84081",NA,0.0423,0.0811,0.0423,0.0811,NA
"1387","84081",NA,0.0681,0.1956,0.0681,0.1275,NA
"1457","84081",NA,0.1351,0.2406,0.1351,0.2381,NA
"1487","84081",NA,0.0611,0.1473,0.0611,0.1152,NA
"8452","84081",NA,0.0645,0.1217,0.0645,0.1212,NA
"8450","84081",NA,0.0926,0.1841,0.0926,0.1695,NA
"1642","84081",NA,0.0897,0.1667,0.0897,0.1647,NA
"1660","84081",NA,0.1667,0.2858,0.1667,0.2857,NA
"1788","84081",NA,0.0479,0.1079,0.0479,0.0915,NA
"1789","84081",NA,0.0762,0.1519,0.0762,0.1416,NA
"5977","84081",NA,0.1032,0.2135,0.1032,0.1871,NA
"8726","84081",NA,0.0921,0.1702,0.0921,0.1687,NA
"79813","84081",NA,0.0457,0.11,0.0457,0.0874,NA
"9775","84081",NA,0.0676,0.1271,0.0676,0.1266,NA
"55250","84081",NA,0.125,0.2357,0.125,0.2222,NA
"26610","84081",NA,0,0,0,0,NA
"2033","84081",NA,0.056,0.1591,0.056,0.106,NA
"2066","84081",NA,0.023,0.0458,0.023,0.0449,NA
"2074","84081",NA,0.0463,0.1349,0.0463,0.0884,NA
"23404","84081",NA,0.1127,0.2033,0.1127,0.2025,NA
"51010","84081",NA,0.1096,0.1988,0.1096,0.1975,NA
"56915","84081",NA,0.1039,0.1905,0.1039,0.1882,NA
"11340","84081",NA,0.0986,0.18,0.0986,0.1795,NA
"5393","84081",NA,0.1222,0.2274,0.1222,0.2178,NA
"2146","84081",NA,0.0714,0.1508,0.0714,0.1333,NA
"79068","84081",NA,0.0597,0.1127,0.0597,0.1127,NA
"57459","84081",NA,0.0824,0.1559,0.0824,0.1522,NA
"3054","84081",NA,0.1154,0.2132,0.1154,0.2069,NA
"9759","84081",NA,0.0643,0.1411,0.0643,0.1208,NA
"10013","84081",NA,0.0299,0.058,0.0299,0.058,NA
"55869","84081",NA,0.0617,0.1429,0.0617,0.1163,NA
"7290","84081",NA,0.057,0.1311,0.057,0.1078,NA
"3141","84081",NA,0.0606,0.1143,0.0606,0.1143,NA
"3192","84081",NA,0.12,0.2165,0.12,0.2143,NA
"10075","84081",NA,0.1735,0.3188,0.1735,0.2957,NA
"8518","84081",NA,0.0202,0.0413,0.0202,0.0396,NA
"3720","84081",NA,0.1111,0.2041,0.1111,0.2,NA
"221037","84081",NA,0.057,0.1311,0.057,0.1078,NA
"284058","84081",NA,0.0476,0.1179,0.0476,0.0909,NA
"10524","84081",NA,0.1176,0.2108,0.1176,0.2105,NA
"7994","84081",NA,0.0685,0.1521,0.0685,0.1282,NA
"23522","84081",NA,0.0916,0.1933,0.0916,0.1678,NA
"84148","84081",NA,0.0667,0.126,0.0667,0.125,NA
"23028","84081",NA,0.031,0.0677,0.031,0.0602,NA
"51780","84081",NA,0.0145,0.0286,0.0145,0.0286,NA
"23030","84081",NA,0.1528,0.2674,0.1528,0.2651,NA
"5927","84081",NA,0.127,0.2254,0.127,0.2254,NA
"10765","84081",NA,0.0896,0.1644,0.0896,0.1644,NA
"8242","84081",NA,0.0947,0.1819,0.0947,0.1731,NA
"7403","84081",NA,0.0613,0.1718,0.0613,0.1155,NA
"23135","84081",NA,0.0563,0.1068,0.0563,0.1067,NA
"4297","84081",NA,0.0853,0.1798,0.0853,0.1571,NA
"9757","84081",NA,0.055,0.1125,0.055,0.1043,NA
"58508","84081",NA,0.044,0.0868,0.044,0.0842,NA
"8085","84081",NA,0.059,0.1728,0.059,0.1115,NA
"55904","84081",NA,0.0656,0.1238,0.0656,0.1231,NA
"81887","84081",NA,0.0606,0.1143,0.0606,0.1143,NA
"6885","84081",NA,0.0556,0.1343,0.0556,0.1053,NA
"55777","84081",NA,0.082,0.1701,0.082,0.1515,NA
"4204","84081",NA,0.058,0.1667,0.058,0.1096,NA
"10943","84081",NA,0.0972,0.1779,0.0972,0.1772,NA
"79903","84081",NA,0.0986,0.18,0.0986,0.1795,NA
"4683","84081",NA,0.0236,0.0516,0.0236,0.0462,NA
"25836","84081",NA,0.0556,0.1394,0.0556,0.1053,NA
"64324","84081",NA,0.0887,0.2206,0.0887,0.1629,NA
"60","54888",NA,0.1288,0.2286,0.1288,0.2282,NA
"51412","54888",NA,0.1117,0.2092,0.1117,0.2009,NA
"23394","54888",NA,0.1711,0.2934,0.1711,0.2922,NA
"8289","54888",NA,0.1624,0.2867,0.1624,0.2795,NA
"57492","54888",NA,0.2041,0.3394,0.2041,0.339,NA
"196528","54888",NA,0.1854,0.3164,0.1854,0.3128,NA
"55870","54888",NA,0.1307,0.2531,0.1307,0.2312,NA
"171023","54888",NA,0.1058,0.1931,0.1058,0.1914,NA
"55252","54888",NA,0.0814,0.1745,0.0814,0.1505,NA
"80816","54888",NA,0.177,0.3037,0.177,0.3008,NA
"472","54888",NA,0.0787,0.146,0.0787,0.146,NA
"1822","54888",NA,0.0981,0.1821,0.0981,0.1787,NA
"545","54888",NA,0.1371,0.249,0.1371,0.2411,NA
