"Fila","Columna","Jaccard","Jaccard Parents","Jaccard Children","columna_name","fila_name"
"11198","58508",0.1296,0.1613,0.0714,"KMT2C","SUPT16H"
"11198","51010",0.0693,0.1034,0.0263,"EXOSC3","SUPT16H"
"11338","8726",0.1061,0.0732,0.0952,"EED","U2AF2"
"11338","57459",0.0789,0.0476,0.0667,"GATAD2B","U2AF2"
"11338","1107",0.0909,0.0811,0.04,"CHD3","U2AF2"
"11338","221078",0.1351,0.087,0.1111,"NSUN6","U2AF2"
"11338","23394",0.096,0.1053,0.039,"ADNP","U2AF2"
"11338","2066",0.0128,0,0,"ERBB4","U2AF2"
"11338","23522",0.064,0.0597,0.037,"KAT6B","U2AF2"
"11338","55869",0.0588,0.0778,0.0357,"HDAC8","U2AF2"
"11338","171023",0.05,0.0417,0.04,"ASXL1","U2AF2"
"11338","10765",0.0862,0.1034,0,"KDM5B","U2AF2"
"11338","8289",0.0748,0.0769,0.0526,"ARID1A","U2AF2"
"11338","6598",0.0383,0.0407,0.0253,"SMARCB1","U2AF2"
"11338","8452",0.098,0.0769,0.0476,"CUL3","U2AF2"
"11338","25836",0.0699,0.0517,0.0615,"NIPBL","U2AF2"
"11338","11198",0.0988,0.0682,0.0606,"SUPT16H","U2AF2"
"11338","51010",0.0441,0.0444,0,"EXOSC3","U2AF2"
"11338","55252",0.125,0.1351,0.0435,"ASXL2","U2AF2"
"11338","8085",0.0536,0.0612,0.0163,"KMT2D","U2AF2"
"11338","23030",0.1231,0.1379,0.0625,"KDM4B","U2AF2"
"11338","55193",0,0,0,"PBRM1","U2AF2"
"11338","3720",0.2121,0.25,0.1667,"JARID2","U2AF2"
"11338","5062",0.0469,0.0238,0.0556,"PAK2","U2AF2"
"11338","1106",0.0753,0.0893,0,"CHD2","U2AF2"
"11338","51317",0.0508,0.0541,0,"PHF21A","U2AF2"
"11338","51111",0.0877,0.1071,0,"KMT5B","U2AF2"
"11338","1788",0.0672,0.0548,0.0536,"DNMT3A","U2AF2"
"11338","6873",0.1304,0.1379,0.0909,"TAF2","U2AF2"
"11338","196528",0.0932,0.0704,0.093,"ARID2","U2AF2"
"11338","84148",0.1489,0.1034,0.2143,"KAT8","U2AF2"
"11338","29072",0.1071,0.1304,0.0588,"SETD2","U2AF2"
"11338","3054",0.1707,0.1818,0.0769,"HCFC1","U2AF2"
"11338","4204",0.0444,0.0473,0.0268,"MECP2","U2AF2"
"11338","8314",0.0368,0.0348,0.0149,"BAP1","U2AF2"
"11338","11340",0.0625,0.0714,0,"EXOSC8","U2AF2"
"11338","23067",0.0952,0.1053,0.0526,"SETD1B","U2AF2"
"11338","51780",0.0345,0.0303,0,"KDM3B","U2AF2"
"11338","284058",0.0503,0.0619,0.0164,"KANSL1","U2AF2"
"11338","51412",0.0938,0.1,0.0333,"ACTL6B","U2AF2"
"11338","10847",0.0548,0.0571,0.0282,"SRCAP","U2AF2"
"11338","51319",0.1892,0.3,0,"RSRC1","U2AF2"
"11338","1911",0.0732,0.0833,0.0833,"PHC1","U2AF2"
"11338","6878",0.0522,0.0617,0.0417,"TAF6","U2AF2"
"11338","79903",0.0794,0.0833,0.0476,"NAA60","U2AF2"
"11338","4297",0.0656,0.0794,0.037,"KMT2A","U2AF2"
"11338","23451",0,0,0,"SF3B1","U2AF2"
"11338","165918",0.0282,0.0465,0,"RNF168","U2AF2"
"11338","23133",0.0612,0.0769,0.0556,"PHF8","U2AF2"
"11338","2146",0.0776,0.0588,0.093,"EZH2","U2AF2"
"11338","51132",0.0694,0.1053,0,"RLIM","U2AF2"
"11338","472",0.0191,0.0167,0,"ATM","U2AF2"
"11338","7290",0.0397,0.04,0.0426,"HIRA","U2AF2"
"11338","11011",0.1286,0.122,0.04,"TLK2","U2AF2"
"11338","1487",0.0523,0.0636,0,"CTBP1","U2AF2"
"11338","8242",0.0682,0.0577,0.1,"KDM5C","U2AF2"
"11338","54888",0.044,0.043,0.0333,"NSUN2","U2AF2"
"11338","5591",0.08,0.0741,0.0556,"PRKDC","U2AF2"
"11338","23013",0.071,0.0686,0.0635,"SPEN","U2AF2"
"11338","23028",0.0603,0.0769,0.0213,"KDM1A","U2AF2"
"11338","6418",0.0984,0.1429,0,"SET","U2AF2"
"11338","23404",0.0781,0.0278,0.1304,"EXOSC2","U2AF2"
"11338","10743",0.0495,0.0407,0.0405,"RAI1","U2AF2"
"11338","55870",0.1333,0.1026,0.0968,"ASH1L","U2AF2"
"11338","10084",0.0412,0.0377,0.0541,"PQBP1","U2AF2"
"11338","8295",0.1134,0.1224,0.0952,"TRRAP","U2AF2"
"11338","63035",0.102,0.1538,0,"BCORL1","U2AF2"
"11338","1108",0.1,0.0857,0.0952,"CHD4","U2AF2"
"11338","11113",0.082,0.0833,0.05,"CIT","U2AF2"
"11338","55777",0.1091,0.1167,0.0652,"MBD5","U2AF2"
"11338","1642",0.1194,0.0741,0.1176,"DDB1","U2AF2"
"11338","10013",0.0172,0,0.0435,"HDAC6","U2AF2"
"11338","10659",0.1,0.0943,0,"CELF2","U2AF2"
"11338","3141",0.0526,0.0526,0,"HLCS","U2AF2"
"11338","23309",0.0222,0.0345,0,"SIN3B","U2AF2"
"11338","10891",0,0,0,"PPARGC1A","U2AF2"
"11338","9759",0.0775,0.0548,0.04,"HDAC4","U2AF2"
"11338","6597",0.0833,0.0833,0.0488,"SMARCA4","U2AF2"
"11338","200424",0.1,0.1429,0,"TET3","U2AF2"
"11338","22827",0.0718,0.0755,0.0423,"PUF60","U2AF2"
"11338","55904",0.0577,0.0323,0,"KMT2E","U2AF2"
"11338","54880",0.0429,0.0547,0.0263,"BCOR","U2AF2"
"11338","5927",0.1296,0.1724,0.0476,"KDM5A","U2AF2"
"11338","6605",0.0462,0.0505,0.0294,"SMARCE1","U2AF2"
"11338","2186",0.086,0.102,0.05,"BPTF","U2AF2"
"11338","8450",0.0588,0.0702,0.05,"CUL4B","U2AF2"
"11338","672",0.0323,0.0303,0.0222,"BRCA1","U2AF2"
"11338","80816",0.1,0.125,0.0678,"ASXL3","U2AF2"
"11338","2033",0.0623,0.0548,0.0481,"EP300","U2AF2"
"11338","55250",0.0732,0.0417,0,"ELP2","U2AF2"
"11338","5515",0.1724,0.1818,0.0526,"PPP2CA","U2AF2"
"11338","286204",0.0159,0,0,"CRB2","U2AF2"
"11338","10075",0.0825,0.0755,0.0769,"HUWE1","U2AF2"
"11338","9757",0.0714,0.1132,0,"KMT2B","U2AF2"
"11338","6603",0.0526,0.0312,0.0556,"SMARCD2","U2AF2"
"11338","26038",0.1556,0.12,0.125,"CHD5","U2AF2"
"11338","60",0.0698,0.0606,0.0448,"ACTB","U2AF2"
"11338","6602",0.0777,0.0862,0.0488,"SMARCD1","U2AF2"
"11338","58508",0.0897,0.1,0.0435,"KMT2C","U2AF2"
"11338","10943",0.0781,0.1212,0.0385,"MSL3","U2AF2"
"11338","57492",0.0838,0.08,0.0794,"ARID1B","U2AF2"
"11338","4683",0.0526,0.029,0.0789,"NBN","U2AF2"
"11338","55209",0.1341,0.1,0.1429,"SETD5","U2AF2"
"11338","23126",0.1,0.0928,0.0735,"POGZ","U2AF2"
"11338","26610",0.0625,0,0,"ELP4","U2AF2"
"11338","59336",0.0725,0.05,0.0417,"PRDM13","U2AF2"
"11338","54496",0.0849,0.1111,0.0426,"PRMT7","U2AF2"
"11338","990",0.0714,0.0889,0.0294,"CDC6","U2AF2"
"11338","64324",0.0603,0.048,0.0588,"NSD1","U2AF2"
"11338","6197",0.0616,0.0575,0.0577,"RPS6KA3","U2AF2"
"11338","1105",0.1277,0.1154,0.0588,"CHD1","U2AF2"
"11338","7703",0.0909,0.1277,0.0417,"PCGF2","U2AF2"
"11338","129685",0.075,0.0952,0,"TAF8","U2AF2"
"11338","84081",0.1273,0.0769,0.125,"NSRP1","U2AF2"
"11338","9775",0.0455,0.0286,0.0385,"EIF4A3","U2AF2"
"11338","8405",0.0652,0.0714,0.0435,"SPOP","U2AF2"
"11338","23512",0.0625,0.0417,0.0714,"SUZ12","U2AF2"
"11338","25942",0.0643,0.0556,0.027,"SIN3A","U2AF2"
"11338","5977",0.084,0.0746,0.0625,"DPF2","U2AF2"
"11338","1020",0.0612,0.08,0,"CDK5","U2AF2"
"11338","9739",0.1129,0.0811,0.1,"SETD1A","U2AF2"
"11338","54704",0.0667,0.0769,0,"PDP1","U2AF2"
"11338","1822",0.0614,0.0645,0.0244,"ATN1","U2AF2"
"11338","545",0.068,0.0448,0.0333,"ATR","U2AF2"
"11338","7862",0.1429,0.1333,0.0455,"BRPF1","U2AF2"
"11338","23476",0.0728,0.0568,0.0526,"BRD4","U2AF2"
"11338","55023",0.0909,0.0682,0.069,"PHIP","U2AF2"
"11338","6601",0.0928,0.082,0.0625,"SMARCC2","U2AF2"
"11338","27316",0.0192,0.0345,0,"RBMX","U2AF2"
"11338","56915",0.087,0.0889,0.0526,"EXOSC5","U2AF2"
"11338","79068",0.0339,0.0294,0,"FTO","U2AF2"
"11338","8518",0.0341,0.0179,0,"ELP1","U2AF2"
"11338","55636",0.0402,0.037,0.0247,"CHD7","U2AF2"
"11338","6885",0.0588,0.0297,0.0781,"MAP3K7","U2AF2"
"11338","5393",0.0581,0.0577,0.037,"EXOSC9","U2AF2"
"11338","79718",0.0576,0.0725,0.0152,"TBL1XR1","U2AF2"
"11338","1660",0.1538,0.1111,0.0952,"DHX9","U2AF2"
"11338","10524",0.1186,0.0714,0.1111,"KAT5","U2AF2"
"11338","57680",0.0991,0.1167,0.0465,"CHD8","U2AF2"
"11338","1387",0.0588,0.051,0.0455,"CREBBP","U2AF2"
"11338","6872",0.0781,0.087,0.0566,"TAF1","U2AF2"
"11338","546",0.0437,0.0493,0.0392,"ATRX","U2AF2"
"11338","54014",0,0,0,"BRWD1","U2AF2"
"11338","79813",0.0679,0.0784,0.0364,"EHMT1","U2AF2"
"11338","2074",0.0253,0.0176,0.0103,"ERCC6","U2AF2"
"11338","7994",0.0735,0.0938,0.0294,"KAT6A","U2AF2"
"11338","1789",0.03,0.0172,0.0571,"DNMT3B","U2AF2"
"11338","6595",0.0651,0.0729,0.029,"SMARCA2","U2AF2"
"11338","6599",0.069,0,0,"SMARCC1","U2AF2"
"11338","221037",0.0397,0.04,0.0426,"JMJD1C","U2AF2"
"11338","23314",0.0536,0.0575,0.013,"SATB2","U2AF2"
"11338","23135",0.1404,0.1111,0.1176,"KDM6B","U2AF2"
"11338","8473",0.0698,0.08,0.0769,"OGT","U2AF2"
"11338","7403",0.0595,0.0657,0.0189,"KDM6A","U2AF2"
"11338","6045",0.0702,0.08,0.037,"RNF2","U2AF2"
"11338","3192",0.0882,0.0732,0.0435,"HNRNPU","U2AF2"
"11338","9031",0.0144,0.0213,0,"BAZ1B","U2AF2"
"11338","6874",0.1043,0.1321,0.0702,"TAF4","U2AF2"
"11338","254065",0.1081,0.1,0,"BRWD3","U2AF2"
"11338","1457",0.1212,0.1351,0.04,"CSNK2A1","U2AF2"
"11338","81887",0.0909,0.1429,0.0455,"LAS1L","U2AF2"
"11340","55250",0.0714,0.0526,0,"ELP2","EXOSC8"
"11340","9031",0.0317,0.0461,0,"BAZ1B","EXOSC8"
"11340","7862",0.0811,0.1395,0,"BRPF1","EXOSC8"
"11340","1457",0.0714,0.0962,0,"CSNK2A1","EXOSC8"
"11340","254065",0.0364,0.0278,0,"BRWD3","EXOSC8"
"11340","1660",0.1176,0.1842,0,"DHX9","EXOSC8"
"11340","60",0.0471,0.0714,0,"ACTB","EXOSC8"
"11340","8314",0.034,0.0551,0,"BAP1","EXOSC8"
"11340","1789",0.0531,0.0725,0,"DNMT3B","EXOSC8"
"11340","55636",0.0577,0.0893,0,"CHD7","EXOSC8"
"11340","171023",0.0367,0.0606,0,"ASXL1","EXOSC8"
"11340","55870",0.0745,0.0943,0.0286,"ASH1L","EXOSC8"
"11340","1822",0.0703,0.125,0,"ATN1","EXOSC8"
"11340","56915",0.1667,0.2075,0,"EXOSC5","EXOSC8"
"11340","672",0.0452,0.0559,0,"BRCA1","EXOSC8"
"11340","8726",0.023,0.0351,0,"EED","EXOSC8"
"11340","26038",0.0625,0.075,0,"CHD5","EXOSC8"
"11340","1387",0.0375,0.0588,0,"CREBBP","EXOSC8"
"11340","57492",0.0535,0.0885,0,"ARID1B","EXOSC8"
"11340","2066",0.0556,0.0526,0.0741,"ERBB4","EXOSC8"
"11340","546",0.0295,0.0513,0,"ATRX","EXOSC8"
"11340","23404",0.1039,0.1304,0,"EXOSC2","EXOSC8"
"11340","1108",0.038,0.06,0,"CHD4","EXOSC8"
"11340","23476",0.0595,0.0909,0,"BRD4","EXOSC8"
"11340","51412",0.1308,0.1571,0,"ACTL6B","EXOSC8"
"11340","1642",0.0341,0.0476,0,"DDB1","EXOSC8"
"11340","23394",0.0553,0.0811,0.0123,"ADNP","EXOSC8"
"11340","11113",0.0933,0.125,0,"CIT","EXOSC8"
"11340","1105",0.0615,0.0732,0,"CHD1","EXOSC8"
"11340","472",0.0667,0.0703,0.0323,"ATM","EXOSC8"
"11340","545",0.0413,0.0366,0,"ATR","EXOSC8"
"11340","1788",0.0258,0.0455,0,"DNMT3A","EXOSC8"
"11340","8450",0.0333,0.0556,0,"CUL4B","EXOSC8"
"11340","1020",0.0625,0.05,0.0556,"CDK5","EXOSC8"
"11340","1107",0.0732,0.1,0,"CHD3","EXOSC8"
"11340","80816",0.0571,0.1143,0,"ASXL3","EXOSC8"
"11340","5977",0.0662,0.1013,0,"DPF2","EXOSC8"
"11340","196528",0.0584,0.0833,0,"ARID2","EXOSC8"
"11340","55252",0.0353,0.0556,0,"ASXL2","EXOSC8"
"11340","54014",0.0175,0,0,"BRWD1","EXOSC8"
"11340","63035",0.0769,0.0976,0,"BCORL1","EXOSC8"
"11340","51010",0.5536,0.6316,0.4286,"EXOSC3","EXOSC8"
"11340","990",0.06,0.0667,0.0278,"CDC6","EXOSC8"
"11340","57680",0.0534,0.0789,0,"CHD8","EXOSC8"
"11340","2074",0.087,0.1124,0.0204,"ERCC6","EXOSC8"
"11340","2033",0.0358,0.0562,0,"EP300","EXOSC8"
"11340","8452",0.0746,0.1026,0,"CUL3","EXOSC8"
"11340","26610",0.0204,0.0312,0,"ELP4","EXOSC8"
"11340","286204",0.0526,0.0208,0.0476,"CRB2","EXOSC8"
"11340","1487",0.0707,0.1,0,"CTBP1","EXOSC8"
"11340","54880",0.0398,0.0638,0,"BCOR","EXOSC8"
"11340","79813",0.0618,0.087,0.0172,"EHMT1","EXOSC8"
"11340","10659",0.1183,0.1587,0,"CELF2","EXOSC8"
"11340","8289",0.0565,0.0897,0,"ARID1A","EXOSC8"
"11340","9775",0.0366,0.0408,0,"EIF4A3","EXOSC8"
"11340","1106",0.045,0.0411,0.0303,"CHD2","EXOSC8"
"11340","2186",0.0354,0.0615,0,"BPTF","EXOSC8"
"129685","23067",0.0571,0.1667,0,"SETD1B","TAF8"
"129685","546",0.0201,0.029,0.0095,"ATRX","TAF8"
"129685","1789",0.033,0.04,0,"DNMT3B","TAF8"
"129685","6197",0.0429,0.0494,0.0185,"RPS6KA3","TAF8"
"129685","23394",0.0511,0.0538,0.039,"ADNP","TAF8"
"129685","55869",0.0338,0.0465,0.0175,"HDAC8","TAF8"
"129685","8452",0.0682,0.05,0.0476,"CUL3","TAF8"
"129685","57492",0.0361,0.0521,0.0149,"ARID1B","TAF8"
"129685","29072",0.037,0.0714,0,"SETD2","TAF8"
"129685","5591",0.0714,0,0.0556,"PRKDC","TAF8"
"129685","990",0.0519,0.05,0.0294,"CDC6","TAF8"
"129685","9757",0.0549,0.0833,0.0286,"KMT2B","TAF8"
"129685","1108",0.0556,0.1071,0,"CHD4","TAF8"
"129685","10847",0.0357,0.0308,0.0139,"SRCAP","TAF8"
"129685","8518",0.0123,0,0,"ELP1","TAF8"
"129685","8242",0.0494,0.0909,0,"KDM5C","TAF8"
"129685","1105",0.0732,0.1,0,"CHD1","TAF8"
"129685","472",0.0134,0.0088,0,"ATM","TAF8"
"129685","8289",0.0495,0.0678,0.0256,"ARID1A","TAF8"
"129685","284058",0.0229,0.0367,0,"KANSL1","TAF8"
"129685","55870",0.0556,0.0909,0,"ASH1L","TAF8"
"129685","79813",0.0314,0.051,0,"EHMT1","TAF8"
"129685","1788",0.0229,0.0448,0,"DNMT3A","TAF8"
"129685","3141",0.0408,0.0312,0,"HLCS","TAF8"
"129685","10013",0.0204,0.0476,0,"HDAC6","TAF8"
"129685","23126",0.0349,0.0532,0,"POGZ","TAF8"
"129685","51010",0.0333,0.0256,0,"EXOSC3","TAF8"
"129685","2033",0.0233,0.0352,0,"EP300","TAF8"
"129685","23013",0.0299,0.0408,0.0152,"SPEN","TAF8"
"129685","6873",0.1316,0.1304,0,"TAF2","TAF8"
"129685","55209",0.0909,0.1163,0.0323,"SETD5","TAF8"
"129685","79903",0.0351,0,0,"NAA60","TAF8"
"129685","7703",0.0312,0.0698,0,"PCGF2","TAF8"
"129685","1642",0.0476,0.0476,0.027,"DDB1","TAF8"
"129685","80816",0.0424,0.0566,0.0328,"ASXL3","TAF8"
"129685","7994",0.0301,0.05,0.0145,"KAT6A","TAF8"
"129685","51111",0.1042,0.2,0,"KMT5B","TAF8"
"129685","10891",0,0,0,"PPARGC1A","TAF8"
"129685","23476",0.0479,0.0617,0.0169,"BRD4","TAF8"
"129685","6872",0.032,0.0462,0.0182,"TAF1","TAF8"
"129685","54496",0.0816,0.1042,0.0426,"PRMT7","TAF8"
"129685","27316",0.0476,0.0952,0,"RBMX","TAF8"
"129685","51132",0.0625,0.0938,0,"RLIM","TAF8"
"129685","5977",0.0435,0.0656,0,"DPF2","TAF8"
"129685","54888",0.0397,0.0465,0,"NSUN2","TAF8"
"129685","1911",0.0606,0.0556,0,"PHC1","TAF8"
"129685","56915",0.0645,0.05,0,"EXOSC5","TAF8"
"129685","1020",0.0488,0.0526,0,"CDK5","TAF8"
"129685","55023",0.0714,0.0811,0.0333,"PHIP","TAF8"
"129685","63035",0.0714,0.0952,0,"BCORL1","TAF8"
"129685","6595",0.0364,0.0549,0.0143,"SMARCA2","TAF8"
"129685","196528",0.0435,0.0615,0,"ARID2","TAF8"
"129685","11198",0.0526,0.0811,0,"SUPT16H","TAF8"
"129685","26038",0.075,0.1053,0,"CHD5","TAF8"
"129685","26610",0,0,0,"ELP4","TAF8"
"129685","55193",0,0,0,"PBRM1","TAF8"
"129685","286204",0.0377,0,0,"CRB2","TAF8"
"129685","165918",0.0323,0.027,0,"RNF168","TAF8"
"129685","254065",0.1034,0.1538,0,"BRWD3","TAF8"
"129685","221037",0.035,0.043,0.0208,"JMJD1C","TAF8"
"129685","7403",0.0279,0.0296,0.0189,"KDM6A","TAF8"
"129685","10743",0.0357,0.0431,0.0267,"RAI1","TAF8"
"129685","9739",0.0714,0.1,0,"SETD1A","TAF8"
"129685","55252",0.0678,0.129,0,"ASXL2","TAF8"
"129685","8314",0.0444,0.0566,0.0303,"BAP1","TAF8"
"129685","23404",0.0909,0.0714,0.04,"EXOSC2","TAF8"
"129685","1106",0.0581,0.0588,0.0323,"CHD2","TAF8"
"129685","6045",0.0196,0,0.037,"RNF2","TAF8"
"129685","6602",0.0408,0.0769,0,"SMARCD1","TAF8"
"129685","8473",0.0571,0.1111,0,"OGT","TAF8"
"129685","6597",0.0485,0.0545,0.0238,"SMARCA4","TAF8"
"129685","54880",0.0244,0.0323,0.013,"BCOR","TAF8"
"129685","79068",0.04,0,0.0588,"FTO","TAF8"
"129685","51317",0.0816,0.1429,0,"PHF21A","TAF8"
"129685","55904",0.0698,0.087,0,"KMT2E","TAF8"
"129685","10084",0.0337,0.0667,0,"PQBP1","TAF8"
"129685","25942",0.0298,0.0353,0.0133,"SIN3A","TAF8"
"129685","5927",0.04,0.08,0,"KDM5A","TAF8"
"129685","1822",0.0275,0.0351,0.0244,"ATN1","TAF8"
"129685","5062",0.0357,0.0588,0,"PAK2","TAF8"
"129685","9031",0.01,0.0074,0.0161,"BAZ1B","TAF8"
"129685","4204",0.042,0.0423,0.036,"MECP2","TAF8"
"129685","7290",0.035,0.043,0.0208,"HIRA","TAF8"
"129685","3192",0.0656,0.0882,0,"HNRNPU","TAF8"
"129685","2186",0.0455,0.093,0,"BPTF","TAF8"
"129685","57680",0.0561,0.0714,0.0227,"CHD8","TAF8"
"129685","23314",0.05,0.0625,0.0263,"SATB2","TAF8"
"129685","23030",0.1034,0.1304,0.0625,"KDM4B","TAF8"
"129685","23133",0.0488,0.1053,0,"PHF8","TAF8"
"129685","6599",0,0,0,"SMARCC1","TAF8"
"129685","23522",0.0508,0.0667,0.0182,"KAT6B","TAF8"
"129685","1457",0.0833,0.129,0,"CSNK2A1","TAF8"
"129685","58508",0.0556,0.0909,0,"KMT2C","TAF8"
"129685","5393",0.025,0.0213,0,"EXOSC9","TAF8"
"129685","51319",0.1667,0.1875,0,"RSRC1","TAF8"
"129685","55250",0.1667,0.2,0,"ELP2","TAF8"
"129685","8405",0.0471,0.1176,0,"SPOP","TAF8"
"129685","3054",0.1143,0.1875,0,"HCFC1","TAF8"
"129685","1487",0.0424,0.0476,0.0179,"CTBP1","TAF8"
"129685","11340",0.0536,0.027,0,"EXOSC8","TAF8"
"129685","221078",0.1786,0.2,0,"NSUN6","TAF8"
"129685","2066",0,0,0,"ERBB4","TAF8"
"129685","10524",0.0179,0.0455,0,"KAT5","TAF8"
"129685","22827",0.0165,0.019,0.0137,"PUF60","TAF8"
"129685","54704",0.0833,0.1053,0,"PDP1","TAF8"
"129685","59336",0.0656,0.0606,0,"PRDM13","TAF8"
"129685","545",0.0306,0.0161,0,"ATR","TAF8"
"129685","10075",0.0787,0.1111,0.0244,"HUWE1","TAF8"
"129685","6878",0.0476,0.0533,0.0204,"TAF6","TAF8"
"129685","3720",0.0441,0.1,0,"JARID2","TAF8"
"129685","1387",0.0257,0.0327,0.0088,"CREBBP","TAF8"
"129685","55777",0.066,0.0714,0.0426,"MBD5","TAF8"
"129685","23309",0,0,0,"SIN3B","TAF8"
"129685","55636",0.0121,0.019,0,"CHD7","TAF8"
"129685","23451",0,0,0,"SF3B1","TAF8"
"129685","23028",0.0364,0.0678,0,"KDM1A","TAF8"
"129685","84081",0.1042,0.05,0.08,"NSRP1","TAF8"
"129685","10659",0.0972,0.0851,0.0952,"CELF2","TAF8"
"129685","64324",0.0254,0.0333,0.0141,"NSD1","TAF8"
"129685","25836",0.0383,0.0455,0.0147,"NIPBL","TAF8"
"129685","23512",0.0556,0.075,0.0345,"SUZ12","TAF8"
"129685","23135",0.0566,0.0645,0,"KDM6B","TAF8"
"129685","672",0.0281,0.032,0,"BRCA1","TAF8"
"129685","10765",0.125,0.1364,0.0435,"KDM5B","TAF8"
"129685","6885",0.024,0.0319,0.0147,"MAP3K7","TAF8"
"129685","1660",0.0408,0.0455,0,"DHX9","TAF8"
"129685","7862",0.1224,0.2273,0.0455,"BRPF1","TAF8"
"129685","57459",0.0282,0.0278,0,"GATAD2B","TAF8"
"129685","2146",0.0545,0.0656,0.0444,"EZH2","TAF8"
"129685","11113",0.0755,0.1034,0,"CIT","TAF8"
"129685","9775",0.0714,0.1154,0,"EIF4A3","TAF8"
"129685","54014",0.0312,0,0,"BRWD1","TAF8"
"129685","6601",0.0543,0.0727,0,"SMARCC2","TAF8"
"129685","60",0.0294,0.0316,0.0145,"ACTB","TAF8"
"129685","10943",0.0909,0.1538,0.0385,"MSL3","TAF8"
"129685","6418",0.0741,0.1364,0,"SET","TAF8"
"129685","81887",0.0625,0.1364,0,"LAS1L","TAF8"
"129685","6874",0.0261,0.0392,0.0167,"TAF4","TAF8"
"129685","6603",0.0408,0.04,0,"SMARCD2","TAF8"
"129685","1107",0.0678,0.1,0,"CHD3","TAF8"
"129685","4297",0.0431,0.0702,0.0182,"KMT2A","TAF8"
"129685","4683",0.0278,0.0323,0,"NBN","TAF8"
"129685","8085",0.0251,0.0276,0.0163,"KMT2D","TAF8"
"129685","51780",0.0408,0.08,0,"KDM3B","TAF8"
"129685","84148",0.0465,0.087,0,"KAT8","TAF8"
"129685","6598",0.0196,0.0254,0.0125,"SMARCB1","TAF8"
"129685","51412",0.0787,0.0727,0.0333,"ACTL6B","TAF8"
"129685","8450",0.0206,0.0385,0,"CUL4B","TAF8"
"129685","6605",0.0178,0.0319,0,"SMARCE1","TAF8"
"129685","9759",0.04,0.0606,0,"HDAC4","TAF8"
"129685","2074",0.0223,0.0122,0.0208,"ERCC6","TAF8"
"129685","171023",0.005,0.0085,0,"ASXL1","TAF8"
"129685","8726",0.0667,0.1212,0,"EED","TAF8"
"129685","5515",0.0536,0.0667,0,"PPP2CA","TAF8"
"1387","54014",0.0036,0.0065,0,"BRWD1","CREBBP"
"1387","1108",0.0671,0.0881,0.0333,"CHD4","CREBBP"
"1387","55252",0.0769,0.0994,0.0331,"ASXL2","CREBBP"
"1387","546",0.1315,0.1592,0.1011,"ATRX","CREBBP"
"1387","8314",0.0825,0.0996,0.0497,"BAP1","CREBBP"
"1387","1822",0.1087,0.1105,0.1,"ATN1","CREBBP"
"1387","80816",0.1683,0.1647,0.1714,"ASXL3","CREBBP"
"1387","254065",0.0336,0.0329,0.018,"BRWD3","CREBBP"
"1387","171023",0.1206,0.1404,0.0848,"ASXL1","CREBBP"
"1387","10659",0.0764,0.0843,0.0508,"CELF2","CREBBP"
"1387","2186",0.1309,0.1455,0.1085,"BPTF","CREBBP"
"1387","9031",0.1228,0.1529,0.0789,"BAZ1B","CREBBP"
"1387","672",0.1204,0.1581,0.0576,"BRCA1","CREBBP"
"1387","23476",0.1672,0.2,0.1103,"BRD4","CREBBP"
"1387","1107",0.1039,0.1076,0.0855,"CHD3","CREBBP"
"1387","1105",0.0586,0.0581,0.0439,"CHD1","CREBBP"
"1387","57680",0.1084,0.1285,0.0735,"CHD8","CREBBP"
"1387","196528",0.1889,0.2485,0.1045,"ARID2","CREBBP"
"1387","11113",0.0559,0.0675,0.0339,"CIT","CREBBP"
"1387","545",0.1161,0.1389,0.0645,"ATR","CREBBP"
"1387","54880",0.1404,0.2,0.0655,"BCOR","CREBBP"
"1387","23394",0.2011,0.2245,0.1603,"ADNP","CREBBP"
"1387","472",0.0449,0.0664,0,"ATM","CREBBP"
"1387","7862",0.0989,0.1046,0.0783,"BRPF1","CREBBP"
"1387","26038",0.0627,0.0724,0.0348,"CHD5","CREBBP"
"1387","55636",0.1327,0.1609,0.076,"CHD7","CREBBP"
"1387","57492",0.2193,0.2789,0.1419,"ARID1B","CREBBP"
"1387","8289",0.1623,0.2202,0.0846,"ARID1A","CREBBP"
"1387","63035",0.0507,0.0645,0.0259,"BCORL1","CREBBP"
"1387","990",0.0831,0.1152,0.0382,"CDC6","CREBBP"
"1387","55870",0.1146,0.092,0.125,"ASH1L","CREBBP"
"1387","1106",0.0735,0.0889,0.0391,"CHD2","CREBBP"
"1387","1020",0.0323,0.0385,0.0172,"CDK5","CREBBP"
"1387","51412",0.0825,0.0865,0.0645,"ACTL6B","CREBBP"
"1387","286204",0.0169,0.0181,0.0083,"CRB2","CREBBP"
"1387","60",0.1634,0.165,0.1477,"ACTB","CREBBP"
"1457","1105",0.0714,0.0789,0,"CHD1","CSNK2A1"
"1457","57492",0.1534,0.1538,0.1429,"ARID1B","CSNK2A1"
"1457","8314",0.0683,0.0826,0.039,"BAP1","CSNK2A1"
"1457","472",0.0643,0.072,0.0244,"ATM","CSNK2A1"
"1457","60",0.1319,0.125,0.1233,"ACTB","CSNK2A1"
"1457","7862",0.1781,0.2105,0.129,"BRPF1","CSNK2A1"
"1457","23394",0.1613,0.1818,0.122,"ADNP","CSNK2A1"
"1457","1020",0.0423,0.0833,0,"CDK5","CSNK2A1"
