"Fila","Columna","Damerau_Levenshtein","Jaccard","Cosine","Hamming","Sorensen_Dice","Jaro_Winkler","columna_name","fila_name"
8405,672,3.5663,0.4503,0.1646,3.6807,0.1988,0.1193,"BRCA1","SPOP"
8405,165918,3.8194,0.4444,0.1887,3.9028,0.2089,0.1254,"RNF168","SPOP"
8405,3192,3.4306,0.4142,0.1621,3.5278,0.1869,0.1122,"HNRNPU","SPOP"
8405,10943,3.3889,0.3938,0.1474,3.5694,0.1786,0.1071,"MSL3","SPOP"
8405,54880,3.5855,0.4322,0.1545,3.6995,0.1933,0.116,"BCOR","SPOP"
8405,6603,3.5556,0.4237,0.1561,3.6528,0.1881,0.1129,"SMARCD2","SPOP"
8405,59336,3.5556,0.4138,0.1536,3.6528,0.1913,0.1148,"PRDM13","SPOP"
8405,63035,3.4444,0.4253,0.1514,3.5417,0.1878,0.1127,"BCORL1","SPOP"
8405,6599,3.5972,0.4288,0.1561,3.7083,0.1974,0.1185,"SMARCC1","SPOP"
8405,11113,3.5972,0.4351,0.178,3.7083,0.1976,0.1185,"CIT","SPOP"
8405,7290,3.4198,0.4177,0.1559,3.5038,0.189,0.1134,"HIRA","SPOP"
8405,55250,3.6111,0.4415,0.1829,3.6528,0.2027,0.1216,"ELP2","SPOP"
8405,55636,3.5837,0.4287,0.1595,3.6867,0.1948,0.1169,"CHD7","SPOP"
8405,23135,3.3472,0.4178,0.1479,3.4028,0.1843,0.1106,"KDM6B","SPOP"
8405,8085,3.5836,0.4337,0.1619,3.658,0.1964,0.1179,"KMT2D","SPOP"
8405,545,3.4762,0.4379,0.1573,3.5476,0.1932,0.1159,"ATR","SPOP"
8405,8314,3.7895,0.4351,0.1627,3.883,0.1989,0.1193,"BAP1","SPOP"
8405,55904,3.4444,0.4185,0.1688,3.5694,0.2004,0.1202,"KMT2E","SPOP"
8405,9757,3.5316,0.4275,0.1665,3.5949,0.1934,0.116,"KMT2B","SPOP"
8405,1789,3.2857,0.4096,0.1608,3.4156,0.1876,0.1125,"DNMT3B","SPOP"
8405,6602,3.4941,0.4119,0.1564,3.5647,0.1898,0.1139,"SMARCD1","SPOP"
8405,1020,3.5556,0.4204,0.1743,3.5972,0.2009,0.1205,"CDK5","SPOP"
8405,1105,3.4722,0.4256,0.1702,3.5556,0.1943,0.1166,"CHD1","SPOP"
8405,221037,3.4198,0.4177,0.1559,3.5038,0.189,0.1134,"JMJD1C","SPOP"
8405,23030,3.3472,0.4345,0.1514,3.4444,0.1868,0.1121,"KDM4B","SPOP"
8405,25836,3.5029,0.4334,0.1547,3.6069,0.1918,0.1151,"NIPBL","SPOP"
8405,23133,3.5417,0.4379,0.1654,3.625,0.1968,0.1181,"PHF8","SPOP"
8405,546,3.616,0.4236,0.1593,3.7215,0.1949,0.117,"ATRX","SPOP"
8405,254065,3.3611,0.4204,0.1479,3.4583,0.1842,0.1105,"BRWD3","SPOP"
8405,1788,3.5043,0.4156,0.1518,3.547,0.1887,0.1132,"DNMT3A","SPOP"
8405,6597,3.5824,0.424,0.1549,3.6374,0.1929,0.1157,"SMARCA4","SPOP"
8405,2074,3.5891,0.4299,0.1608,3.6938,0.1926,0.1156,"ERCC6","SPOP"
8405,8450,3.4146,0.4138,0.1472,3.5122,0.1809,0.1085,"CUL4B","SPOP"
8405,10743,3.5269,0.4254,0.1559,3.6129,0.1937,0.1163,"RAI1","SPOP"
8405,23522,3.4579,0.4229,0.1512,3.5047,0.187,0.1122,"KAT6B","SPOP"
8405,58508,3.5139,0.4108,0.1552,3.5833,0.1862,0.1117,"KMT2C","SPOP"
8405,23067,3.625,0.444,0.1757,3.6806,0.2007,0.1204,"SETD1B","SPOP"
8405,51412,3.5316,0.4003,0.1528,3.5696,0.1896,0.1137,"ACTL6B","SPOP"
8405,7403,3.6349,0.4237,0.1637,3.722,0.1959,0.1176,"KDM6A","SPOP"
8405,23404,3.375,0.4167,0.1596,3.4444,0.1897,0.1138,"EXOSC2","SPOP"
8405,4204,3.6562,0.4336,0.1716,3.7656,0.1986,0.1192,"MECP2","SPOP"
8405,4297,3.6635,0.4435,0.164,3.7404,0.1984,0.119,"KMT2A","SPOP"
8405,26038,3.3472,0.4197,0.1494,3.4583,0.1878,0.1127,"CHD5","SPOP"
8405,4683,3.5957,0.4349,0.154,3.7128,0.1958,0.1175,"NBN","SPOP"
8405,51319,3.4167,0.4397,0.1605,3.4583,0.1967,0.118,"RSRC1","SPOP"
8405,54888,3.4929,0.4317,0.1533,3.5929,0.1894,0.1138,"NSUN2","SPOP"
8405,10891,3.8056,0.4384,0.181,3.9167,0.2044,0.1226,"PPARGC1A","SPOP"
8405,23309,3.6667,0.4289,0.1629,3.7222,0.1964,0.1178,"SIN3B","SPOP"
8405,55870,3.4583,0.428,0.1521,3.5139,0.1955,0.1173,"ASH1L","SPOP"
8405,5393,3.4444,0.4038,0.1604,3.5,0.1876,0.1126,"EXOSC9","SPOP"
8405,57459,3.3056,0.4164,0.139,3.3889,0.182,0.1092,"GATAD2B","SPOP"
8405,55023,3.4861,0.426,0.1554,3.5972,0.1967,0.118,"PHIP","SPOP"
8405,5062,3.4722,0.4026,0.148,3.6111,0.1827,0.1096,"PAK2","SPOP"
8405,221078,3.3611,0.4214,0.1442,3.4306,0.1829,0.1097,"NSUN6","SPOP"
8405,10013,3.5,0.4391,0.161,3.5694,0.1916,0.115,"HDAC6","SPOP"
8405,7703,3.5,0.4191,0.1519,3.5976,0.1904,0.1142,"PCGF2","SPOP"
8405,84081,3.5278,0.4494,0.1745,3.5833,0.1981,0.1189,"NSRP1","SPOP"
8405,2186,3.3467,0.4311,0.1549,3.44,0.1855,0.1113,"BPTF","SPOP"
8405,54014,3.9861,0.4256,0.2109,4.0556,0.2194,0.1316,"BRWD1","SPOP"
8405,10084,3.16,0.4021,0.1474,3.2133,0.1754,0.1053,"PQBP1","SPOP"
8405,9031,3.3763,0.428,0.1561,3.4731,0.1905,0.1143,"BAZ1B","SPOP"
8405,84148,3.5139,0.3967,0.1404,3.6389,0.1842,0.1105,"KAT8","SPOP"
8405,51132,3.5694,0.4017,0.1405,3.7361,0.1879,0.1128,"RLIM","SPOP"
8405,55869,3.5147,0.4281,0.155,3.6103,0.1887,0.1132,"HDAC8","SPOP"
8405,1642,3.3333,0.4218,0.1455,3.3889,0.1842,0.1105,"DDB1","SPOP"
8405,196528,3.3786,0.3891,0.1413,3.4369,0.1825,0.1095,"ARID2","SPOP"
8405,6885,3.5,0.4274,0.1576,3.5519,0.1903,0.1142,"MAP3K7","SPOP"
8405,8289,3.5506,0.4158,0.1511,3.6067,0.1898,0.1139,"ARID1A","SPOP"
8405,7994,3.5167,0.4245,0.1593,3.6167,0.1939,0.1163,"KAT6A","SPOP"
8405,60,3.5949,0.4464,0.1673,3.6962,0.1989,0.1195,"ACTB","SPOP"
8405,6598,3.6283,0.4279,0.1677,3.7382,0.199,0.1194,"SMARCB1","SPOP"
8405,1660,3.2917,0.3975,0.1539,3.4444,0.1858,0.1115,"DHX9","SPOP"
8405,64324,3.627,0.4289,0.1638,3.6811,0.1946,0.1168,"NSD1","SPOP"
8405,55209,3.5833,0.4467,0.1649,3.6667,0.1988,0.1193,"SETD5","SPOP"
8405,8452,3.6667,0.4325,0.1831,3.7917,0.2046,0.1228,"CUL3","SPOP"
8405,10075,3.3797,0.4526,0.1629,3.4177,0.1917,0.115,"HUWE1","SPOP"
8405,23476,3.5956,0.4407,0.1633,3.7059,0.1935,0.1161,"BRD4","SPOP"
8405,8518,3.5556,0.4305,0.1683,3.5833,0.1966,0.1183,"ELP1","SPOP"
8405,6595,3.6299,0.4163,0.1535,3.7727,0.191,0.1146,"SMARCA2","SPOP"
8405,3720,3.6528,0.3854,0.1465,3.8056,0.186,0.1116,"JARID2","SPOP"
8405,22827,3.5833,0.4333,0.1586,3.6905,0.1939,0.1164,"PUF60","SPOP"
8405,8242,3.1806,0.3827,0.1446,3.2639,0.1763,0.1058,"KDM5C","SPOP"
8405,80816,3.4528,0.4186,0.1536,3.5094,0.1871,0.1123,"ASXL3","SPOP"
8405,5515,3.4861,0.4163,0.1598,3.5972,0.1896,0.1138,"PPP2CA","SPOP"
8405,990,3.5,0.4216,0.1615,3.5972,0.1944,0.1166,"CDC6","SPOP"
8405,10524,3.7083,0.4238,0.1728,3.7778,0.1974,0.1185,"KAT5","SPOP"
8405,9739,3.3889,0.4015,0.1415,3.5139,0.1785,0.1071,"SETD1A","SPOP"
8405,6197,3.6279,0.4416,0.1671,3.7054,0.1988,0.1193,"RPS6KA3","SPOP"
8405,23314,3.5033,0.4237,0.1577,3.6291,0.1928,0.1157,"SATB2","SPOP"
8405,51317,3.2917,0.4087,0.1391,3.3889,0.1765,0.1059,"PHF21A","SPOP"
8405,8473,3.4306,0.4225,0.1562,3.5556,0.1904,0.1142,"OGT","SPOP"
8405,26610,3.4583,0.4133,0.1399,3.5139,0.1828,0.1097,"ELP4","SPOP"
8405,51010,3.5139,0.4305,0.1631,3.6389,0.1913,0.1148,"EXOSC3","SPOP"
8405,55193,3.7778,0.4405,0.1799,3.8611,0.2025,0.1215,"PBRM1","SPOP"
8405,1387,3.5916,0.4314,0.1646,3.7099,0.1983,0.119,"CREBBP","SPOP"
8405,8726,3.3889,0.4209,0.1512,3.4722,0.1899,0.1139,"EED","SPOP"
8405,51780,3.5694,0.4167,0.1601,3.5972,0.1959,0.1175,"KDM3B","SPOP"
8405,1487,3.5032,0.427,0.1617,3.6,0.194,0.1164,"CTBP1","SPOP"
8405,1911,3.4306,0.4131,0.1552,3.5694,0.1883,0.113,"PHC1","SPOP"
8405,25942,3.6282,0.4448,0.1695,3.7179,0.2007,0.1204,"SIN3A","SPOP"
8405,81887,3.4444,0.4268,0.1625,3.5,0.1948,0.1169,"LAS1L","SPOP"
8405,56915,3.4167,0.3705,0.1426,3.5694,0.1778,0.1067,"EXOSC5","SPOP"
8405,472,3.7015,0.4279,0.1709,3.7388,0.2022,0.1213,"ATM","SPOP"
8405,11340,3.5972,0.4161,0.1621,3.6944,0.1908,0.1145,"EXOSC8","SPOP"
8405,10765,3.375,0.4139,0.1611,3.4861,0.1865,0.1119,"KDM5B","SPOP"
8405,23394,3.5833,0.4339,0.1613,3.7024,0.1964,0.1179,"ADNP","SPOP"
8405,23028,3.4433,0.4257,0.1513,3.5361,0.1885,0.1131,"KDM1A","SPOP"
8405,6601,3.45,0.4151,0.1602,3.5375,0.1929,0.1157,"SMARCC2","SPOP"
8405,5927,3.4306,0.4328,0.1528,3.4444,0.1848,0.1109,"KDM5A","SPOP"
8405,6605,3.6065,0.4223,0.1645,3.7355,0.1962,0.1177,"SMARCE1","SPOP"
8405,23126,3.5217,0.4202,0.1547,3.646,0.1911,0.1147,"POGZ","SPOP"
8405,79068,3.5417,0.4156,0.1695,3.6528,0.1954,0.1172,"FTO","SPOP"
8405,29072,3.2917,0.4052,0.1486,3.3056,0.1838,0.1103,"SETD2","SPOP"
8405,7862,3.6944,0.4132,0.1616,3.7361,0.1926,0.1156,"BRPF1","SPOP"
8405,9759,3.4513,0.4143,0.1555,3.5221,0.1891,0.1135,"HDAC4","SPOP"
8405,1106,3.4865,0.4059,0.1755,3.6081,0.1944,0.1166,"CHD2","SPOP"
8405,284058,3.5864,0.441,0.1703,3.6543,0.1989,0.1193,"KANSL1","SPOP"
8405,79813,3.5646,0.4281,0.164,3.6667,0.1971,0.1183,"EHMT1","SPOP"
8405,171023,3.6141,0.4328,0.1679,3.6739,0.1992,0.1195,"ASXL1","SPOP"
8405,55252,3.3611,0.4147,0.1555,3.4306,0.1862,0.1117,"ASXL2","SPOP"
8405,79903,3.5278,0.4219,0.1578,3.5972,0.1895,0.1137,"NAA60","SPOP"
8405,1107,3.7083,0.4174,0.1605,3.8194,0.1938,0.1163,"CHD3","SPOP"
8405,5591,3.5,0.4133,0.1654,3.5833,0.1966,0.1179,"PRKDC","SPOP"
8405,3141,3.6528,0.4394,0.1793,3.7361,0.1977,0.1189,"HLCS","SPOP"
8405,1108,3.625,0.4461,0.1605,3.6806,0.1971,0.1183,"CHD4","SPOP"
8405,23451,3.8194,0.4418,0.1838,3.9028,0.2069,0.1241,"SF3B1","SPOP"
8405,2033,3.5911,0.4422,0.166,3.6964,0.1991,0.1195,"EP300","SPOP"
8405,9775,3.6389,0.4282,0.1631,3.75,0.1935,0.1161,"EIF4A3","SPOP"
8405,54704,3.7083,0.422,0.1706,3.8056,0.2007,0.1204,"PDP1","SPOP"
8450,11113,3.4268,0.4235,0.162,3.5244,0.1908,0.1145,"CIT","CUL4B"
8450,10659,3.6585,0.4357,0.1802,3.7805,0.202,0.1212,"CELF2","CUL4B"
8450,196528,3.4369,0.403,0.1473,3.5631,0.1851,0.111,"ARID2","CUL4B"
8450,286204,3.7439,0.4233,0.1838,3.8537,0.205,0.123,"CRB2","CUL4B"
8450,54880,3.4301,0.4155,0.1444,3.5026,0.184,0.1104,"BCOR","CUL4B"
8450,9031,3.4409,0.412,0.1481,3.6022,0.1845,0.1107,"BAZ1B","CUL4B"
8450,57680,3.4792,0.4072,0.1578,3.5729,0.189,0.1138,"CHD8","CUL4B"
8450,8314,3.6725,0.4308,0.162,3.8012,0.1948,0.1169,"BAP1","CUL4B"
8450,55870,3.5854,0.4475,0.16,3.6341,0.1989,0.1194,"ASH1L","CUL4B"
8450,54014,4.0854,0.4108,0.2205,4.1585,0.2139,0.1283,"BRWD1","CUL4B"
8450,23394,3.5476,0.4253,0.1561,3.6786,0.1893,0.1136,"ADNP","CUL4B"
8450,63035,3.4634,0.4083,0.1426,3.5732,0.1835,0.1101,"BCORL1","CUL4B"
8450,80816,3.4434,0.4169,0.1481,3.5472,0.1822,0.1093,"ASXL3","CUL4B"
8450,990,3.4756,0.4097,0.1491,3.5488,0.1841,0.1104,"CDC6","CUL4B"
8450,60,3.4684,0.4317,0.1575,3.557,0.1888,0.1134,"ACTB","CUL4B"
8450,1487,3.4194,0.4239,0.1583,3.5097,0.1878,0.1127,"CTBP1","CUL4B"
8450,8452,3.7439,0.4446,0.1823,3.7561,0.2026,0.1216,"CUL3","CUL4B"
8450,1107,3.6585,0.4196,0.1585,3.7317,0.1915,0.1149,"CHD3","CUL4B"
8450,546,3.5907,0.4176,0.1535,3.7046,0.1879,0.1128,"ATRX","CUL4B"
8450,51412,3.4146,0.406,0.1584,3.4512,0.1843,0.1106,"ACTL6B","CUL4B"
8450,171023,3.6467,0.4227,0.1628,3.7554,0.1925,0.1155,"ASXL1","CUL4B"
8450,1106,3.6585,0.4226,0.1824,3.7439,0.199,0.1194,"CHD2","CUL4B"
8450,57492,3.5226,0.4285,0.1565,3.5935,0.19,0.114,"ARID1B","CUL4B"
8450,1105,3.6585,0.4168,0.1675,3.7561,0.1932,0.1159,"CHD1","CUL4B"
8450,1108,3.3171,0.4139,0.1406,3.3537,0.1786,0.1072,"CHD4","CUL4B"
8450,8289,3.4494,0.4314,0.1618,3.5281,0.1939,0.1164,"ARID1A","CUL4B"
8450,7862,3.5732,0.4132,0.1547,3.6707,0.1899,0.114,"BRPF1","CUL4B"
8450,1457,3.5366,0.443,0.1614,3.6341,0.1908,0.1145,"CSNK2A1","CUL4B"
8450,26038,3.4512,0.4281,0.1487,3.5366,0.1872,0.1123,"CHD5","CUL4B"
8450,1387,3.5573,0.4171,0.1541,3.645,0.1866,0.112,"CREBBP","CUL4B"
8450,672,3.4518,0.4262,0.1493,3.5542,0.1865,0.1119,"BRCA1","CUL4B"
8450,55636,3.4464,0.4201,0.1538,3.5279,0.1867,0.112,"CHD7","CUL4B"
8450,55252,3.4268,0.4253,0.1556,3.5244,0.1828,0.1097,"ASXL2","CUL4B"
8450,2186,3.6341,0.4338,0.1521,3.6585,0.1898,0.1139,"BPTF","CUL4B"
8450,254065,3.4756,0.4111,0.1464,3.5732,0.1905,0.1143,"BRWD3","CUL4B"
8450,23476,3.4853,0.4417,0.1556,3.5221,0.19,0.114,"BRD4","CUL4B"
8450,472,3.5,0.415,0.1555,3.6045,0.1888,0.1133,"ATM","CUL4B"
8450,1822,3.4105,0.4105,0.1493,3.4842,0.1843,0.1106,"ATN1","CUL4B"
8450,545,3.381,0.4137,0.1574,3.4881,0.1826,0.1096,"ATR","CUL4B"
8450,1020,3.5854,0.4209,0.1705,3.6829,0.2003,0.1202,"CDK5","CUL4B"
8452,1457,3.7292,0.4193,0.1819,3.8333,0.2066,0.1239,"CSNK2A1","CUL3"
8452,55252,3.6957,0.4353,0.1852,3.7826,0.2066,0.124,"ASXL2","CUL3"
8452,54014,4,0.4053,0.2361,4.1333,0.2207,0.1324,"BRWD1","CUL3"
8452,80816,3.5943,0.4199,0.1763,3.717,0.1973,0.1184,"ASXL3","CUL3"
8452,51412,3.5949,0.4141,0.1838,3.6329,0.1976,0.1186,"ACTL6B","CUL3"
8452,286204,3.7895,0.3774,0.1907,3.9737,0.2044,0.1226,"CRB2","CUL3"
8452,7862,3.7105,0.4005,0.1779,3.8158,0.197,0.1182,"BRPF1","CUL3"
8452,2186,3.7467,0.4287,0.1761,3.8533,0.2028,0.1217,"BPTF","CUL3"
8452,1105,3.5,0.4158,0.1732,3.6,0.1913,0.1148,"CHD1","CUL3"
8452,26038,3.7333,0.3959,0.1616,3.8,0.1877,0.1126,"CHD5","CUL3"
8452,57680,3.9062,0.4284,0.1898,3.9896,0.2061,0.1242,"CHD8","CUL3"
8452,1020,3.8,0.4312,0.2113,3.9,0.2159,0.1296,"CDK5","CUL3"
8452,60,3.6646,0.4074,0.1745,3.8354,0.1968,0.1182,"ACTB","CUL3"
8452,1107,3.6739,0.4192,0.1777,3.7391,0.2012,0.1207,"CHD3","CUL3"
8452,54880,3.7306,0.4185,0.1741,3.8653,0.2016,0.1209,"BCOR","CUL3"
8452,546,3.7342,0.4112,0.1727,3.8734,0.1972,0.1184,"ATRX","CUL3"
8452,1106,3.9595,0.4225,0.2005,4.0405,0.2112,0.1267,"CHD2","CUL3"
8452,196528,3.6893,0.4247,0.1819,3.7961,0.2026,0.1215,"ARID2","CUL3"
8452,11113,3.675,0.4335,0.182,3.8,0.2048,0.1229,"CIT","CUL3"
8452,171023,3.7609,0.4135,0.1816,3.8641,0.2009,0.1205,"ASXL1","CUL3"
8452,545,3.7143,0.4305,0.1922,3.75,0.2049,0.123,"ATR","CUL3"
8452,1822,3.7895,0.4402,0.1888,3.8842,0.2091,0.1255,"ATN1","CUL3"
8452,63035,3.6667,0.4234,0.1827,3.7667,0.2016,0.1209,"BCORL1","CUL3"
8452,8314,3.7778,0.4239,0.1849,3.8713,0.2038,0.1223,"BAP1","CUL3"
8452,10659,3.7097,0.3791,0.1814,3.9194,0.1971,0.1183,"CELF2","CUL3"
8452,23394,3.744,0.4163,0.1798,3.8512,0.203,0.1218,"ADNP","CUL3"
8452,55870,3.3729,0.3893,0.1707,3.4576,0.1916,0.115,"ASH1L","CUL3"
8452,8289,3.618,0.3957,0.1725,3.8202,0.1925,0.1155,"ARID1A","CUL3"
8452,254065,3.4333,0.4065,0.1647,3.6,0.1887,0.1132,"BRWD3","CUL3"
8452,57492,3.6194,0.4257,0.1827,3.7355,0.2024,0.1214,"ARID1B","CUL3"
8452,1387,3.7099,0.4182,0.1787,3.8092,0.2,0.12,"CREBBP","CUL3"
8452,1487,3.5548,0.4235,0.1809,3.6516,0.1998,0.1199,"CTBP1","CUL3"
8452,672,3.6867,0.4046,0.1662,3.8253,0.1919,0.1151,"BRCA1","CUL3"
8452,55636,3.6266,0.422,0.1776,3.7253,0.2013,0.1208,"CHD7","CUL3"
8452,9031,3.672,0.4017,0.1725,3.828,0.1921,0.1153,"BAZ1B","CUL3"
8452,472,3.6642,0.4119,0.1769,3.8134,0.1965,0.1179,"ATM","CUL3"
8452,1108,3.9,0.4575,0.1863,4,0.2157,0.1294,"CHD4","CUL3"
8452,990,3.875,0.4576,0.1942,3.9531,0.2171,0.1302,"CDC6","CUL3"
8452,23476,3.6471,0.4017,0.1706,3.7353,0.1934,0.116,"BRD4","CUL3"
8473,2033,3.5709,0.4329,0.1639,3.6316,0.1932,0.1159,"EP300","OGT"
8473,54880,3.4767,0.4231,0.1516,3.5492,0.1847,0.1108,"BCOR","OGT"
8473,55777,3.3438,0.4178,0.1421,3.4896,0.1793,0.1076,"MBD5","OGT"
8473,5927,3.4286,0.4216,0.1425,3.5143,0.1895,0.1137,"KDM5A","OGT"
8473,3054,3.1818,0.3781,0.1466,3.3182,0.1752,0.1051,"HCFC1","OGT"
8473,23476,3.5662,0.4389,0.1604,3.6324,0.1928,0.1157,"BRD4","OGT"
8473,1020,3.4231,0.4035,0.1633,3.5,0.1859,0.1116,"CDK5","OGT"
8473,57492,3.4323,0.4496,0.1632,3.4839,0.1943,0.1166,"ARID1B","OGT"
8473,84081,3.5,0.3904,0.1571,3.6944,0.1851,0.1111,"NSRP1","OGT"
8473,10075,3.3418,0.4364,0.1487,3.4304,0.1885,0.1131,"HUWE1","OGT"
8473,3192,3.3542,0.4351,0.1635,3.4167,0.1924,0.1155,"HNRNPU","OGT"
8473,81887,3.4706,0.4424,0.1634,3.4706,0.1921,0.1153,"LAS1L","OGT"
8473,1487,3.5742,0.4443,0.1647,3.6645,0.1969,0.1181,"CTBP1","OGT"
8473,546,3.6245,0.4443,0.1634,3.692,0.1964,0.1178,"ATRX","OGT"
8473,10765,3.4865,0.4259,0.1647,3.5135,0.1888,0.1133,"KDM5B","OGT"
8473,7994,3.4833,0.4177,0.155,3.5833,0.1904,0.1143,"KAT6A","OGT"
8473,8450,3.4756,0.4353,0.1569,3.5732,0.1893,0.1136,"CUL4B","OGT"
8473,9031,3.4624,0.4259,0.1513,3.5699,0.1871,0.1123,"BAZ1B","OGT"
8473,10013,3.3939,0.438,0.1526,3.4848,0.1859,0.1115,"HDAC6","OGT"
8473,7403,3.4979,0.4316,0.1657,3.556,0.1951,0.117,"KDM6A","OGT"
8473,4297,3.5769,0.4319,0.1602,3.6731,0.1951,0.1171,"KMT2A","OGT"
8473,2066,3.5849,0.4208,0.1675,3.6604,0.1978,0.1187,"ERBB4","OGT"
8473,3141,3.7059,0.4658,0.1836,3.7353,0.2113,0.1274,"HLCS","OGT"
8473,25836,3.4855,0.4442,0.1587,3.5318,0.1917,0.115,"NIPBL","OGT"
8473,11113,3.5,0.4176,0.1556,3.7,0.1867,0.112,"CIT","OGT"
8473,196528,3.4951,0.4269,0.1577,3.6019,0.1897,0.1138,"ARID2","OGT"
8473,9775,3.6047,0.4421,0.1609,3.6279,0.1931,0.1159,"EIF4A3","OGT"
8473,1387,3.5458,0.44,0.16,3.6527,0.1922,0.1153,"CREBBP","OGT"
8473,1660,3.5882,0.4448,0.1619,3.7059,0.1905,0.1143,"DHX9","OGT"
8473,1107,3.7826,0.4218,0.153,3.8478,0.1946,0.1168,"CHD3","OGT"
8473,58508,3.4746,0.4065,0.1445,3.5932,0.1841,0.1104,"KMT2C","OGT"
8473,57459,3.1964,0.3974,0.1417,3.2321,0.1727,0.1036,"GATAD2B","OGT"
8473,55252,3.6304,0.4577,0.1618,3.6957,0.1996,0.1198,"ASXL2","OGT"
8473,254065,3.45,0.4089,0.1439,3.45,0.1872,0.1123,"BRWD3","OGT"
8473,80816,3.3962,0.433,0.1533,3.4717,0.1865,0.1119,"ASXL3","OGT"
8473,51780,3.4706,0.4333,0.167,3.5294,0.1978,0.1187,"KDM3B","OGT"
8473,56915,3.6531,0.4271,0.1597,3.7143,0.1921,0.1153,"EXOSC5","OGT"
8473,23394,3.5536,0.4362,0.1583,3.6369,0.1952,0.1171,"ADNP","OGT"
8473,4683,3.5213,0.4315,0.1613,3.6383,0.1914,0.1149,"NBN","OGT"
8473,990,3.5469,0.4101,0.1544,3.5625,0.1869,0.1121,"CDC6","OGT"
8473,55869,3.4706,0.4286,0.1489,3.5515,0.1846,0.1108,"HDAC8","OGT"
8473,10659,3.5645,0.4315,0.1609,3.6935,0.194,0.1164,"CELF2","OGT"
8473,5393,3.7231,0.4473,0.1772,3.7692,0.2023,0.1214,"EXOSC9","OGT"
8473,57680,3.7396,0.4356,0.1642,3.8229,0.1947,0.1172,"CHD8","OGT"
8473,672,3.488,0.437,0.1581,3.5723,0.1934,0.116,"BRCA1","OGT"
8473,23028,3.5052,0.4138,0.1531,3.5876,0.1866,0.112,"KDM1A","OGT"
8473,472,3.6642,0.4399,0.1642,3.7836,0.1974,0.1184,"ATM","OGT"
8473,8242,3.4853,0.4272,0.151,3.5441,0.1834,0.11,"KDM5C","OGT"
8473,64324,3.6378,0.4297,0.1626,3.7297,0.1944,0.1166,"NSD1","OGT"
8473,284058,3.4691,0.4262,0.162,3.5617,0.1908,0.1145,"KANSL1","OGT"
8473,7862,3.5789,0.444,0.1644,3.6842,0.1994,0.1197,"BRPF1","OGT"
8473,8289,3.5281,0.4425,0.167,3.6292,0.1931,0.1159,"ARID1A","OGT"
8473,10524,3.7,0.4445,0.1701,3.75,0.2002,0.1201,"KAT5","OGT"
8473,23135,3.4615,0.411,0.1433,3.5641,0.1856,0.1114,"KDM6B","OGT"
8473,84148,3.5,0.4271,0.1371,3.5714,0.1812,0.1087,"KAT8","OGT"
8473,1642,3.5102,0.4197,0.1502,3.6735,0.1869,0.1121,"DDB1","OGT"
8473,171023,3.7011,0.4319,0.1652,3.837,0.1953,0.1172,"ASXL1","OGT"
8473,79068,3.4286,0.4643,0.1739,3.4857,0.2026,0.1215,"FTO","OGT"
8473,55904,3.4828,0.4253,0.1516,3.4828,0.1886,0.1132,"KMT2E","OGT"
8473,79813,3.6463,0.4442,0.1665,3.7415,0.1988,0.1193,"EHMT1","OGT"
8473,4204,3.7188,0.4357,0.172,3.8047,0.2004,0.1203,"MECP2","OGT"
8473,11340,3.619,0.4343,0.1677,3.7857,0.1948,0.1169,"EXOSC8","OGT"
8473,221078,3.4,0.438,0.1468,3.55,0.1902,0.1141,"NSUN6","OGT"
8473,5977,3.5146,0.4423,0.1672,3.5728,0.1956,0.1173,"DPF2","OGT"
8473,54014,3.95,0.4429,0.2245,4.05,0.2244,0.1347,"BRWD1","OGT"
8473,8518,3.6462,0.4437,0.1738,3.6923,0.2005,0.1206,"ELP1","OGT"
8473,23522,3.5421,0.4161,0.1509,3.6262,0.1866,0.1119,"KAT6B","OGT"
8473,1105,3.5185,0.4164,0.1615,3.5926,0.1902,0.1141,"CHD1","OGT"
8473,1106,3.6486,0.4276,0.1847,3.7568,0.1984,0.119,"CHD2","OGT"
8473,1457,3.375,0.4261,0.1518,3.4792,0.1865,0.1119,"CSNK2A1","OGT"
8473,51010,3.6667,0.4458,0.1638,3.7333,0.1927,0.1156,"EXOSC3","OGT"
8473,6885,3.5325,0.4322,0.1588,3.6104,0.1929,0.1158,"MAP3K7","OGT"
8473,54888,3.5357,0.4441,0.1473,3.5857,0.1882,0.1132,"NSUN2","OGT"
8473,8314,3.7193,0.4427,0.1626,3.7953,0.1988,0.1193,"BAP1","OGT"
8473,55250,3.65,0.46,0.1853,3.75,0.2133,0.128,"ELP2","OGT"
8473,221037,3.4656,0.4382,0.1531,3.5649,0.1887,0.1132,"JMJD1C","OGT"
8473,3720,3.537,0.4373,0.1559,3.6111,0.1937,0.1162,"JARID2","OGT"
8473,1108,3.35,0.4184,0.1386,3.525,0.1824,0.1094,"CHD4","OGT"
8473,1789,3.5714,0.4206,0.1569,3.6364,0.1882,0.1129,"DNMT3B","OGT"
8473,7290,3.4656,0.4382,0.1531,3.5649,0.1887,0.1132,"HIRA","OGT"
8473,2186,3.5333,0.4321,0.1504,3.68,0.1837,0.1102,"BPTF","OGT"
8473,60,3.519,0.4373,0.1591,3.5886,0.1938,0.1164,"ACTB","OGT"
8473,545,3.6071,0.4381,0.1629,3.7024,0.1942,0.1165,"ATR","OGT"
