"Fila","Columna","Damerau_Levenshtein","Jaccard","Cosine","Hamming","Sorensen_Dice","Jaro_Winkler","columna_name","fila_name"
8364,7862,3.2051,0.3388,0.1422,3.3077,0.1659,0.0996,"BRPF1","H4C3"
8364,11011,3.5094,0.4159,0.1528,3.5472,0.1908,0.1145,"TLK2","H4C3"
8364,1387,3.5916,0.4345,0.1704,3.687,0.1985,0.1191,"CREBBP","H4C3"
8364,23028,3.7526,0.4316,0.1696,3.8144,0.2009,0.1205,"KDM1A","H4C3"
8364,3192,3.3958,0.4294,0.1662,3.5,0.1907,0.1144,"HNRNPU","H4C3"
8364,3020,3.597,0.4316,0.158,3.6567,0.194,0.1164,"H3-3A","H4C3"
8364,23133,3.4615,0.4261,0.1687,3.4872,0.1917,0.115,"PHF8","H4C3"
8364,9555,3.6923,0.4177,0.1353,3.8718,0.1827,0.1096,"MACROH2A1","H4C3"
8364,7319,3.6506,0.424,0.1611,3.7349,0.1972,0.1183,"UBE2A","H4C3"
8364,10847,3.6484,0.4532,0.1698,3.7109,0.2015,0.1209,"SRCAP","H4C3"
8364,2186,3.5467,0.4398,0.1602,3.68,0.1965,0.1179,"BPTF","H4C3"
8364,6599,3.6923,0.4578,0.1596,3.8205,0.2044,0.1226,"SMARCC1","H4C3"
8364,7528,3.5537,0.4272,0.1756,3.6777,0.2002,0.1201,"YY1","H4C3"
8364,29072,3.4478,0.4344,0.1609,3.5224,0.1938,0.1163,"SETD2","H4C3"
8364,51322,3.6442,0.4523,0.1684,3.7212,0.2004,0.1202,"WAC","H4C3"
8364,9739,3.2326,0.4053,0.1515,3.3023,0.1769,0.1061,"SETD1A","H4C3"
8364,1108,2.975,0.3492,0.1357,3.05,0.1584,0.0951,"CHD4","H4C3"
8364,63035,3.6923,0.4727,0.1636,3.7179,0.2024,0.1215,"BCORL1","H4C3"
8364,6197,3.6357,0.4408,0.1679,3.7209,0.1971,0.1182,"RPS6KA3","H4C3"
8364,10891,3.9362,0.4428,0.1791,3.9787,0.2066,0.124,"PPARGC1A","H4C3"
8364,165918,3.7447,0.4634,0.1886,3.8936,0.2125,0.1275,"RNF168","H4C3"
8364,10524,3.4,0.4116,0.17,3.525,0.1911,0.1147,"KAT5","H4C3"
8364,254065,3.6154,0.4612,0.1693,3.6154,0.2037,0.1222,"BRWD3","H4C3"
8364,6878,3.3478,0.4075,0.1421,3.4522,0.1838,0.1103,"TAF6","H4C3"
8364,6601,3.5125,0.4242,0.1693,3.575,0.1958,0.1175,"SMARCC2","H4C3"
8364,6597,3.6154,0.4348,0.1674,3.6703,0.1979,0.1187,"SMARCA4","H4C3"
8364,23013,3.5097,0.4187,0.1551,3.6065,0.1898,0.1139,"SPEN","H4C3"
8364,6603,3.5897,0.3968,0.1679,3.6923,0.1919,0.1152,"SMARCD2","H4C3"
8364,672,3.6807,0.4419,0.1621,3.8133,0.2003,0.1202,"BRCA1","H4C3"
8364,3054,3.5385,0.3664,0.1548,3.7949,0.1833,0.11,"HCFC1","H4C3"
8364,4683,3.5106,0.4156,0.1543,3.6277,0.1898,0.1139,"NBN","H4C3"
8364,10765,3.3077,0.4073,0.1601,3.359,0.1876,0.1125,"KDM5B","H4C3"
8364,55636,3.5494,0.4298,0.1626,3.6738,0.194,0.1164,"CHD7","H4C3"
8364,58508,3.4237,0.4434,0.1631,3.4576,0.1954,0.1172,"KMT2C","H4C3"
8364,51132,3.4706,0.419,0.1433,3.5686,0.1869,0.1122,"RLIM","H4C3"
8364,81887,3.6154,0.4501,0.1786,3.6667,0.2077,0.1246,"LAS1L","H4C3"
8364,84081,3.5641,0.442,0.1661,3.641,0.1931,0.1159,"NSRP1","H4C3"
8364,9203,3.6279,0.4342,0.1613,3.7209,0.2057,0.1234,"ZMYM3","H4C3"
8364,8242,3.5441,0.4224,0.1602,3.6176,0.1939,0.1163,"KDM5C","H4C3"
8364,6605,3.6968,0.4312,0.175,3.7677,0.2029,0.1217,"SMARCE1","H4C3"
8364,25836,3.4566,0.4206,0.1541,3.5491,0.19,0.114,"NIPBL","H4C3"
8364,9640,3.4103,0.3792,0.154,3.4615,0.1813,0.1088,"ZNF592","H4C3"
8364,54880,3.6269,0.4343,0.1598,3.7098,0.1944,0.1166,"BCOR","H4C3"
8364,23030,3.3617,0.4195,0.1595,3.5106,0.185,0.111,"KDM4B","H4C3"
8364,56915,3.3878,0.4004,0.1632,3.449,0.1901,0.114,"EXOSC5","H4C3"
8364,7994,3.4667,0.4073,0.1582,3.5583,0.188,0.1128,"KAT6A","H4C3"
8364,57680,3.5938,0.4271,0.1664,3.6875,0.1965,0.1184,"CHD8","H4C3"
8364,6418,3.561,0.4339,0.1762,3.5854,0.1975,0.1185,"SET","H4C3"
8364,8405,3.4444,0.4267,0.1604,3.5139,0.191,0.1146,"SPOP","H4C3"
8364,6873,3.6923,0.4219,0.1771,3.8718,0.1981,0.1188,"TAF2","H4C3"
8364,23512,3.5254,0.4358,0.1593,3.6102,0.1932,0.1159,"SUZ12","H4C3"
8364,55870,3.4576,0.4482,0.1667,3.5085,0.1946,0.1168,"ASH1L","H4C3"
8364,7874,3.3788,0.396,0.1511,3.4848,0.1846,0.1108,"USP7","H4C3"
8364,55904,3.7692,0.4578,0.1815,3.7692,0.2117,0.127,"KMT2E","H4C3"
8364,5515,3.5952,0.4489,0.1785,3.6667,0.2002,0.1201,"PPP2CA","H4C3"
8364,55023,3.4828,0.4402,0.1503,3.5345,0.1933,0.116,"PHIP","H4C3"
8364,6045,3.5128,0.4298,0.1768,3.6667,0.1986,0.1192,"RNF2","H4C3"
8364,1487,3.5097,0.4331,0.1678,3.5613,0.1952,0.1171,"CTBP1","H4C3"
8364,1106,3.7162,0.4266,0.1857,3.7838,0.2041,0.1225,"CHD2","H4C3"
8364,1911,3.4359,0.4262,0.1652,3.4615,0.1926,0.1156,"PHC1","H4C3"
8364,23404,3.4186,0.4138,0.1605,3.4651,0.1907,0.1144,"EXOSC2","H4C3"
8364,11338,3.6154,0.4291,0.1656,3.6923,0.1956,0.1174,"U2AF2","H4C3"
8364,5591,3.5385,0.3875,0.1613,3.5897,0.1858,0.1115,"PRKDC","H4C3"
8364,10013,3.5641,0.4098,0.1479,3.7949,0.1859,0.1116,"HDAC6","H4C3"
8364,3008,3.5385,0.4272,0.1678,3.6154,0.1994,0.1197,"H1-4","H4C3"
8364,55193,3.7436,0.4331,0.1809,3.8718,0.1998,0.1199,"PBRM1","H4C3"
8364,51317,3.3333,0.4268,0.151,3.4615,0.1893,0.1136,"PHF21A","H4C3"
8364,10943,3.186,0.4057,0.1467,3.2326,0.1763,0.1058,"MSL3","H4C3"
8364,55250,3.3846,0.4119,0.1705,3.4359,0.1914,0.1149,"ELP2","H4C3"
8364,9775,3.7442,0.4624,0.1753,3.7674,0.2017,0.121,"EIF4A3","H4C3"
8364,5977,3.5146,0.4251,0.1681,3.6214,0.1953,0.1172,"DPF2","H4C3"
8364,5393,3.4923,0.4175,0.1621,3.6462,0.1904,0.1142,"EXOSC9","H4C3"
8364,51412,3.5823,0.4214,0.1718,3.7089,0.1967,0.118,"ACTL6B","H4C3"
8364,26038,3.4615,0.4483,0.1614,3.4872,0.1951,0.1171,"CHD5","H4C3"
8364,2074,3.6202,0.4282,0.1686,3.6977,0.1992,0.1195,"ERCC6","H4C3"
8364,80816,3.5943,0.4332,0.1622,3.6509,0.1926,0.1156,"ASXL3","H4C3"
8364,7443,3.7468,0.4313,0.1754,3.8608,0.201,0.1206,"VRK1","H4C3"
8364,79903,3.5714,0.4409,0.1671,3.6667,0.197,0.1182,"NAA60","H4C3"
8364,51111,3.6923,0.4376,0.1722,3.7692,0.2016,0.1223,"KMT5B","H4C3"
8364,10084,3.3867,0.4261,0.1619,3.4667,0.19,0.114,"PQBP1","H4C3"
8364,23394,3.619,0.4375,0.169,3.6905,0.1967,0.118,"ADNP","H4C3"
8364,23314,3.5762,0.4272,0.1602,3.702,0.1942,0.1165,"SATB2","H4C3"
8364,8726,3.5957,0.447,0.1566,3.6596,0.1995,0.1197,"EED","H4C3"
8364,11340,3.4762,0.4185,0.1604,3.5238,0.1865,0.1119,"EXOSC8","H4C3"
8364,7531,3.4359,0.4153,0.155,3.5385,0.1822,0.1093,"YWHAE","H4C3"
8364,3720,3.2963,0.4252,0.1468,3.3704,0.1846,0.1108,"JARID2","H4C3"
8364,57459,3.4821,0.4097,0.1536,3.5179,0.1881,0.1129,"GATAD2B","H4C3"
8364,7290,3.5115,0.4338,0.1623,3.5802,0.1921,0.1153,"HIRA","H4C3"
8364,221037,3.5115,0.4338,0.1623,3.5802,0.1921,0.1153,"JMJD1C","H4C3"
8364,23476,3.5441,0.4274,0.1565,3.6324,0.1896,0.1137,"BRD4","H4C3"
8364,51780,3.5897,0.4272,0.1569,3.6667,0.1919,0.1151,"KDM3B","H4C3"
8364,7552,3.4872,0.4382,0.1821,3.4872,0.199,0.1194,"ZNF711","H4C3"
8364,57492,3.4839,0.4265,0.1643,3.5871,0.1916,0.115,"ARID1B","H4C3"
8364,6874,3.5347,0.4367,0.1685,3.6337,0.1976,0.1185,"TAF4","H4C3"
8367,7528,3.3306,0.3868,0.1597,3.438,0.1825,0.1095,"YY1","H4C5"
8367,546,3.6793,0.4257,0.1571,3.7932,0.1918,0.1152,"ATRX","H4C5"
8367,60,3.4684,0.429,0.1587,3.5633,0.191,0.1147,"ACTB","H4C5"
8367,23013,3.4968,0.4274,0.1525,3.5613,0.1865,0.1119,"SPEN","H4C5"
8367,7531,3.5508,0.4234,0.1546,3.6695,0.1894,0.1136,"YWHAE","H4C5"
8367,1660,3.6186,0.4236,0.1716,3.7627,0.1998,0.1199,"DHX9","H4C5"
8367,51317,3.4746,0.4095,0.141,3.5339,0.1809,0.1085,"PHF21A","H4C5"
8367,55777,3.4576,0.4353,0.1598,3.5593,0.1911,0.1147,"MBD5","H4C5"
8367,4297,3.2542,0.3801,0.1472,3.3983,0.1767,0.106,"KMT2A","H4C5"
8367,8085,3.4981,0.4076,0.1557,3.6245,0.1885,0.1131,"KMT2D","H4C5"
8367,2186,3.5339,0.4112,0.1478,3.5932,0.1867,0.112,"BPTF","H4C5"
8367,51412,3.6186,0.4205,0.1677,3.7373,0.1962,0.1177,"ACTL6B","H4C5"
8367,57459,3.5,0.3889,0.1399,3.6695,0.1766,0.106,"GATAD2B","H4C5"
8367,22827,3.6726,0.4184,0.1578,3.8155,0.1911,0.1147,"PUF60","H4C5"
8367,1020,3.6441,0.4232,0.1696,3.7881,0.1978,0.1187,"CDK5","H4C5"
8367,6605,3.6194,0.4081,0.1587,3.7484,0.192,0.1152,"SMARCE1","H4C5"
8367,3021,3.6017,0.4242,0.1577,3.6695,0.1937,0.1162,"H3-3B","H4C5"
8367,7443,3.6525,0.4237,0.1652,3.7458,0.193,0.1158,"VRK1","H4C5"
8367,84148,3.5678,0.4227,0.1495,3.6441,0.1914,0.1148,"KAT8","H4C5"
8367,23522,3.5508,0.4156,0.1546,3.6695,0.1893,0.1136,"KAT6B","H4C5"
8367,23394,3.5595,0.4026,0.1566,3.6548,0.1903,0.1142,"ADNP","H4C5"
8367,6874,3.6356,0.4138,0.1687,3.7288,0.1966,0.118,"TAF4","H4C5"
8367,55148,3.4915,0.4183,0.1548,3.6017,0.19,0.114,"UBR7","H4C5"
8367,23309,3.6356,0.4159,0.1559,3.7373,0.1918,0.1151,"SIN3B","H4C5"
8367,55636,3.5708,0.4263,0.1553,3.6738,0.1906,0.1144,"CHD7","H4C5"
8367,8518,3.6017,0.4318,0.1701,3.7203,0.2003,0.1206,"ELP1","H4C5"
8367,84081,3.5339,0.4051,0.1603,3.6102,0.185,0.111,"NSRP1","H4C5"
8367,64324,3.6162,0.4232,0.1602,3.7135,0.1964,0.1178,"NSD1","H4C5"
8367,254065,3.5593,0.4273,0.1588,3.6864,0.1952,0.1171,"BRWD3","H4C5"
8367,286204,3.6864,0.4169,0.1814,3.7966,0.2027,0.1216,"CRB2","H4C5"
8367,6878,3.1949,0.41,0.1471,3.2373,0.1799,0.1079,"TAF6","H4C5"
8367,2146,3.5847,0.4232,0.156,3.6864,0.1908,0.1145,"EZH2","H4C5"
8367,55250,3.6186,0.4065,0.1691,3.7373,0.1929,0.1157,"ELP2","H4C5"
8367,6603,3.6695,0.4295,0.1593,3.7881,0.1933,0.116,"SMARCD2","H4C5"
8367,990,3.5847,0.4224,0.1554,3.6864,0.1885,0.1131,"CDC6","H4C5"
8367,284058,3.5309,0.4027,0.1612,3.6296,0.1867,0.112,"KANSL1","H4C5"
8367,8295,3.4661,0.4107,0.1455,3.5339,0.1821,0.1093,"TRRAP","H4C5"
8367,81887,3.4831,0.4153,0.1544,3.5508,0.1882,0.1129,"LAS1L","H4C5"
8367,9203,3.6102,0.4157,0.1517,3.7034,0.189,0.1134,"ZMYM3","H4C5"
8367,5927,3.5424,0.4187,0.1537,3.6864,0.191,0.1146,"KDM5A","H4C5"
8367,7703,3.6102,0.4114,0.1506,3.7458,0.1867,0.112,"PCGF2","H4C5"
8367,10847,3.2734,0.3838,0.1478,3.375,0.1776,0.1066,"SRCAP","H4C5"
8367,51111,3.6695,0.4209,0.1602,3.7966,0.1979,0.1197,"KMT5B","H4C5"
8367,79813,3.4762,0.4034,0.1517,3.585,0.1859,0.1115,"EHMT1","H4C5"
8367,2033,3.5385,0.4194,0.1612,3.6073,0.1937,0.1162,"EP300","H4C5"
8367,11011,3.4407,0.4193,0.1451,3.5339,0.1854,0.1112,"TLK2","H4C5"
8367,23476,3.4338,0.4201,0.1583,3.5,0.1901,0.1141,"BRD4","H4C5"
8367,5062,3.4237,0.4103,0.1472,3.4831,0.1854,0.1112,"PAK2","H4C5"
8367,55193,3.7966,0.4555,0.1944,3.8729,0.2102,0.1261,"PBRM1","H4C5"
8367,23135,3.4831,0.4344,0.1533,3.5678,0.1935,0.1161,"KDM6B","H4C5"
8367,51322,3.3644,0.4077,0.152,3.4831,0.1851,0.1111,"WAC","H4C5"
8367,3054,3.5424,0.4116,0.1642,3.7034,0.1933,0.116,"HCFC1","H4C5"
8367,5591,3.6525,0.4188,0.1698,3.6864,0.1969,0.1181,"PRKDC","H4C5"
8367,7862,3.6102,0.4166,0.1646,3.7119,0.1938,0.1163,"BRPF1","H4C5"
8367,55904,3.6186,0.4116,0.1715,3.7119,0.1964,0.1178,"KMT2E","H4C5"
8367,1105,3.6271,0.4082,0.1662,3.7203,0.1938,0.1163,"CHD1","H4C5"
8367,1911,3.4661,0.3987,0.1539,3.5763,0.1851,0.111,"PHC1","H4C5"
8367,10524,3.5932,0.4068,0.1621,3.7203,0.1933,0.116,"KAT5","H4C5"
8367,3192,3.4322,0.4037,0.1549,3.6271,0.1865,0.1119,"HNRNPU","H4C5"
8367,6602,3.5678,0.4283,0.1665,3.6356,0.1952,0.1171,"SMARCD1","H4C5"
8367,8473,3.6017,0.439,0.1577,3.7288,0.1925,0.1155,"OGT","H4C5"
8367,10084,3.5678,0.4352,0.1605,3.6525,0.1951,0.117,"PQBP1","H4C5"
8367,79068,3.4661,0.4157,0.1638,3.5339,0.1917,0.115,"FTO","H4C5"
8367,5515,3.3729,0.4138,0.1564,3.4322,0.1831,0.1099,"PPP2CA","H4C5"
8367,221078,3.4322,0.3943,0.1323,3.4915,0.1788,0.1073,"NSUN6","H4C5"
8367,23512,3.6525,0.4196,0.1565,3.7288,0.1924,0.1154,"SUZ12","H4C5"
8367,23451,3.8136,0.4273,0.1742,3.9576,0.1989,0.1194,"SF3B1","H4C5"
8367,1387,3.584,0.415,0.1589,3.7061,0.1925,0.1155,"CREBBP","H4C5"
8367,58508,3.4153,0.4009,0.1555,3.5254,0.1856,0.1114,"KMT2C","H4C5"
8367,5393,3.6186,0.4203,0.1721,3.7119,0.1985,0.1191,"EXOSC9","H4C5"
8367,55869,3.3603,0.4081,0.1509,3.4485,0.1837,0.1102,"HDAC8","H4C5"
8367,10765,3.6102,0.4398,0.1759,3.6525,0.2009,0.1205,"KDM5B","H4C5"
8367,23404,3.4746,0.4167,0.1605,3.5678,0.1896,0.1137,"EXOSC2","H4C5"
8367,6197,3.4961,0.4166,0.1506,3.5426,0.1834,0.11,"RPS6KA3","H4C5"
8367,8242,3.5424,0.4178,0.1563,3.6186,0.1918,0.1151,"KDM5C","H4C5"
8367,1108,3.3814,0.4255,0.1473,3.4576,0.1861,0.1117,"CHD4","H4C5"
8367,54704,3.7288,0.4272,0.1785,3.8898,0.2037,0.1222,"PDP1","H4C5"
8367,8314,3.5497,0.4046,0.1509,3.7135,0.1899,0.1139,"BAP1","H4C5"
8367,51780,3.6102,0.4238,0.1638,3.7203,0.1976,0.1185,"KDM3B","H4C5"
8367,10013,3.4915,0.4221,0.1528,3.5932,0.188,0.1128,"HDAC6","H4C5"
8367,54496,3.5169,0.4303,0.1692,3.5678,0.1921,0.1152,"PRMT7","H4C5"
8367,7750,3.5932,0.415,0.1573,3.6695,0.1922,0.1153,"ZMYM2","H4C5"
8367,10659,3.5932,0.4303,0.1826,3.6864,0.1997,0.1198,"CELF2","H4C5"
8367,9757,3.6525,0.4217,0.1572,3.7288,0.1967,0.118,"KMT2B","H4C5"
8367,11113,3.5254,0.4254,0.1608,3.6186,0.1968,0.1181,"CIT","H4C5"
8367,1788,3.6017,0.4299,0.1677,3.7034,0.194,0.1164,"DNMT3A","H4C5"
8367,6601,3.5847,0.4127,0.1658,3.7034,0.1956,0.1174,"SMARCC2","H4C5"
8367,8289,3.5678,0.4235,0.1645,3.6356,0.1913,0.1148,"ARID1A","H4C5"
8367,672,3.6386,0.434,0.1598,3.7349,0.1977,0.1186,"BRCA1","H4C5"
8367,5977,3.4492,0.3992,0.1607,3.4915,0.186,0.1116,"DPF2","H4C5"
8367,4683,3.4661,0.3964,0.1484,3.5593,0.1817,0.109,"NBN","H4C5"
8367,171023,3.7826,0.4414,0.1678,3.8859,0.1989,0.1194,"ASXL1","H4C5"
8367,7403,3.5685,0.4263,0.1665,3.6432,0.1939,0.1164,"KDM6A","H4C5"
8367,56915,3.5,0.429,0.1669,3.5678,0.1919,0.1152,"EXOSC5","H4C5"
8367,10771,3.4237,0.4233,0.148,3.5508,0.1838,0.1103,"ZMYND11","H4C5"
8367,55023,3.6102,0.4509,0.1667,3.6441,0.1971,0.1182,"PHIP","H4C5"
8367,57680,3.6356,0.423,0.1599,3.7288,0.1923,0.1157,"CHD8","H4C5"
8367,26038,3.4746,0.4238,0.1518,3.5593,0.1822,0.1093,"CHD5","H4C5"
8367,7704,3.7288,0.4176,0.1618,3.8898,0.1956,0.1174,"ZBTB16","H4C5"
8367,57492,3.6129,0.4288,0.1673,3.6839,0.1925,0.1155,"ARID1B","H4C5"
8367,7319,3.6102,0.4279,0.159,3.6525,0.1913,0.1148,"UBE2A","H4C5"
8367,54014,4,0.4207,0.2098,4.0339,0.2154,0.1293,"BRWD1","H4C5"
8367,6599,3.7119,0.4208,0.1507,3.7881,0.1974,0.1184,"SMARCC1","H4C5"
8367,8726,3.5932,0.4249,0.1618,3.661,0.194,0.1164,"EED","H4C5"
8367,9031,3.5161,0.414,0.1528,3.6129,0.1868,0.1121,"BAZ1B","H4C5"
8367,11338,3.4492,0.4263,0.1574,3.5254,0.1891,0.1135,"U2AF2","H4C5"
8367,79903,3.5254,0.4113,0.1548,3.5932,0.1887,0.1132,"NAA60","H4C5"
8367,6885,3.526,0.4144,0.1544,3.6299,0.1917,0.115,"MAP3K7","H4C5"
8367,63035,3.5085,0.4194,0.1489,3.6102,0.1864,0.1119,"BCORL1","H4C5"
8367,2066,3.8051,0.4241,0.1733,3.9407,0.1978,0.1187,"ERBB4","H4C5"
8367,545,3.6356,0.4196,0.1585,3.7458,0.1905,0.1143,"ATR","H4C5"
8367,8450,3.6441,0.4425,0.157,3.7373,0.1931,0.1158,"CUL4B","H4C5"
8367,7468,3.5824,0.4301,0.1631,3.6824,0.1948,0.1169,"NSD2","H4C5"
8367,51132,3.6017,0.4202,0.1473,3.6864,0.1911,0.1147,"RLIM","H4C5"
8367,200424,3.3475,0.4148,0.1422,3.4237,0.1836,0.1102,"TET3","H4C5"
8367,51319,3.5508,0.4147,0.1479,3.6949,0.1886,0.1132,"RSRC1","H4C5"
8367,25836,3.474,0.4187,0.157,3.5723,0.1932,0.1159,"NIPBL","H4C5"
8367,8452,3.6949,0.4161,0.1691,3.8305,0.1955,0.1173,"CUL3","H4C5"
8367,11198,3.5424,0.4044,0.1634,3.6271,0.1856,0.1113,"SUPT16H","H4C5"
8367,1106,3.8136,0.4244,0.1732,3.9661,0.2027,0.1216,"CHD2","H4C5"
8367,4204,3.7305,0.4181,0.1705,3.8516,0.1967,0.1181,"MECP2","H4C5"
8367,3720,3.4153,0.4081,0.1443,3.4915,0.1815,0.1089,"JARID2","H4C5"
8367,55870,3.5169,0.4328,0.167,3.6271,0.1922,0.1153,"ASH1L","H4C5"
8367,6598,3.4869,0.3975,0.154,3.555,0.1886,0.1132,"SMARCB1","H4C5"
8367,6418,3.4492,0.4114,0.1534,3.4831,0.1856,0.1114,"SET","H4C5"
8367,10891,3.8051,0.4337,0.179,3.8814,0.2057,0.1234,"PPARGC1A","H4C5"
8367,9739,3.3898,0.4098,0.1484,3.4661,0.1855,0.1113,"SETD1A","H4C5"
8367,3020,3.5085,0.4009,0.1473,3.6695,0.1862,0.1117,"H3-3A","H4C5"
8367,51010,3.4153,0.4093,0.1589,3.4831,0.1869,0.1121,"EXOSC3","H4C5"
8367,6045,3.6441,0.4313,0.1723,3.6695,0.1966,0.1179,"RNF2","H4C5"
8367,7552,3.4661,0.4124,0.1635,3.5424,0.1933,0.116,"ZNF711","H4C5"
8367,27316,3.4237,0.4085,0.1465,3.5169,0.1834,0.11,"RBMX","H4C5"
8367,23028,3.6441,0.435,0.1662,3.7458,0.2004,0.1202,"KDM1A","H4C5"
8367,472,3.7687,0.4378,0.171,3.8806,0.2013,0.1208,"ATM","H4C5"
8367,29072,3.5678,0.4224,0.1578,3.6525,0.1922,0.1153,"SETD2","H4C5"
8367,55209,3.4407,0.4016,0.1458,3.5678,0.182,0.1092,"SETD5","H4C5"
8367,9640,3.5339,0.4206,0.1516,3.678,0.1899,0.114,"ZNF592","H4C5"
8367,1642,3.5678,0.4257,0.1517,3.6949,0.1924,0.1154,"DDB1","H4C5"
8367,1457,3.5424,0.4315,0.1603,3.6102,0.1924,0.1154,"CSNK2A1","H4C5"
8367,10743,3.5538,0.4267,0.1575,3.6344,0.1929,0.1159,"RAI1","H4C5"
8367,1487,3.4323,0.4093,0.1592,3.5419,0.1876,0.1125,"CTBP1","H4C5"
8367,1789,3.5254,0.4054,0.1507,3.6441,0.1838,0.1103,"DNMT3B","H4C5"
8367,6595,3.4286,0.375,0.1432,3.5714,0.1771,0.1063,"SMARCA2","H4C5"
8367,23030,3.5763,0.4359,0.1582,3.7288,0.1942,0.1165,"KDM4B","H4C5"
8367,80816,3.3051,0.3758,0.1438,3.3644,0.1732,0.1039,"ASXL3","H4C5"
8367,23133,3.5763,0.4252,0.1698,3.678,0.2003,0.1202,"PHF8","H4C5"
8367,54880,3.6684,0.4401,0.1613,3.7772,0.2003,0.1202,"BCOR","H4C5"
8367,1822,3.6864,0.4289,0.1639,3.7627,0.1965,0.1179,"ATN1","H4C5"
8367,6872,3.1186,0.3846,0.1439,3.2203,0.1733,0.104,"TAF1","H4C5"
8367,129685,3.7881,0.4297,0.1882,3.8983,0.2085,0.1251,"TAF8","H4C5"
8367,23067,3.6271,0.428,0.1636,3.6864,0.1975,0.1185,"SETD1B","H4C5"
8367,10943,3.4237,0.4232,0.1582,3.4746,0.1871,0.1123,"MSL3","H4C5"
8367,9759,3.4661,0.4262,0.158,3.5339,0.1868,0.1121,"HDAC4","H4C5"
8367,3141,3.6356,0.4102,0.1642,3.7542,0.1885,0.1136,"HLCS","H4C5"
8367,25942,3.4744,0.4146,0.1546,3.5769,0.1883,0.113,"SIN3A","H4C5"
8367,79718,3.3636,0.4053,0.1546,3.4463,0.1808,0.1085,"TBL1XR1","H4C5"
8367,196528,3.6271,0.4297,0.1648,3.7373,0.1944,0.1167,"ARID2","H4C5"
8367,6597,3.6017,0.4364,0.1703,3.678,0.1979,0.1187,"SMARCA4","H4C5"
8367,11340,3.4661,0.4052,0.1589,3.5339,0.1876,0.1125,"EXOSC8","H4C5"
8367,2074,3.5814,0.4272,0.1659,3.6628,0.1941,0.1165,"ERCC6","H4C5"
8367,55252,3.6017,0.4417,0.1621,3.7034,0.1957,0.1174,"ASXL2","H4C5"
8367,23126,3.5093,0.4073,0.1543,3.6273,0.1877,0.1126,"POGZ","H4C5"
8367,9555,3.7203,0.422,0.1405,3.8559,0.1867,0.112,"MACROH2A1","H4C5"
8367,7290,3.4198,0.4151,0.1568,3.4885,0.1873,0.1124,"HIRA","H4C5"
8367,59336,3.5763,0.4333,0.1583,3.661,0.1959,0.1176,"PRDM13","H4C5"
8367,8364,3.5847,0.4245,0.1605,3.661,0.1937,0.1162,"H4C3","H4C5"
8367,7874,3.6186,0.4264,0.1669,3.7288,0.1971,0.1183,"USP7","H4C5"
8367,23314,3.4106,0.4048,0.1511,3.4901,0.1843,0.1106,"SATB2","H4C5"
8367,7994,3.1833,0.3805,0.1472,3.2667,0.1727,0.1036,"KAT6A","H4C5"
8367,54888,3.55,0.4375,0.1591,3.5929,0.1929,0.116,"NSUN2","H4C5"
8367,3008,3.7712,0.4604,0.1817,3.8644,0.2089,0.1253,"H1-4","H4C5"
8367,165918,3.7288,0.4189,0.1687,3.7966,0.1995,0.1197,"RNF168","H4C5"
8367,221037,3.4198,0.4151,0.1568,3.4885,0.1873,0.1124,"JMJD1C","H4C5"
8367,1107,3.6695,0.4342,0.16,3.7542,0.1962,0.1177,"CHD3","H4C5"
8367,10075,3.3644,0.4009,0.1455,3.4237,0.1804,0.1082,"HUWE1","H4C5"
8367,6873,3.678,0.4264,0.1692,3.822,0.1972,0.1183,"TAF2","H4C5"
8367,9775,3.6949,0.4463,0.1625,3.7797,0.1978,0.1187,"EIF4A3","H4C5"
8367,26610,3.4915,0.4219,0.1516,3.5424,0.1895,0.1137,"ELP4","H4C5"
8367,8405,3.5,0.4116,0.1485,3.6102,0.186,0.1116,"SPOP","H4C5"
8405,23013,3.5161,0.4258,0.15,3.5935,0.1902,0.1141,"SPEN","SPOP"
8405,27316,3.4583,0.4285,0.1503,3.5139,0.1938,0.1163,"RBMX","SPOP"
8405,1822,3.5368,0.4079,0.1446,3.6737,0.1829,0.1098,"ATN1","SPOP"
8405,286204,3.6806,0.4095,0.1873,3.8194,0.205,0.123,"CRB2","SPOP"
8405,2146,3.6364,0.4332,0.1642,3.7172,0.1971,0.1183,"EZH2","SPOP"
8405,57680,3.5,0.4362,0.1605,3.5729,0.1925,0.1158,"CHD8","SPOP"
8405,2066,3.8333,0.4313,0.1833,3.9306,0.2048,0.1229,"ERBB4","SPOP"
8405,54496,3.4719,0.4092,0.1584,3.5281,0.1897,0.1138,"PRMT7","SPOP"
8405,3054,3.5833,0.413,0.1628,3.7361,0.195,0.117,"HCFC1","SPOP"
8405,6045,3.3611,0.4214,0.1579,3.4306,0.1893,0.1136,"RNF2","SPOP"
8405,6418,3.4722,0.4192,0.1649,3.5833,0.1934,0.116,"SET","SPOP"
8405,55777,3.4688,0.4249,0.1438,3.5417,0.1851,0.1111,"MBD5","SPOP"
8405,1457,3.3333,0.4101,0.1402,3.4444,0.1803,0.1082,"CSNK2A1","SPOP"
8405,5977,3.4757,0.4295,0.1611,3.5825,0.1927,0.1156,"DPF2","SPOP"
8405,10659,3.6389,0.4139,0.1769,3.7639,0.2005,0.1203,"CELF2","SPOP"
8405,57492,3.5097,0.4501,0.1643,3.5484,0.1981,0.1189,"ARID1B","SPOP"
